Orthogroup	t27_fai-gene-cluster-1	t5_fai-gene-cluster-1
OG0000000	AAP_000191	AAW_000189
OG0000000	AAP_000188	AAW_000187
OG0000000	AAP_000190	AAW_000188
OG0000001	AAP_000197	AAW_000194
OG0000001	AAP_000175	AAW_000168
OG0000002	AAP_000177	AAW_000173
OG0000002	AAP_000176	AAW_000172
OG0000003	AAP_000183	AAW_000183
OG0000003	AAP_000184	AAW_000184
OG0000003	AAP_000186	AAW_000185
OG0000004	AAP_000161	AAW_000159
OG0000004	AAP_000160	AAW_000158
OG0000004	AAP_000158	AAW_000157
OG0000005	AAP_000193	AAW_000190
OG0000005	AAP_000194	AAW_000191
OG0000006	AAP_000170	AAW_000163
OG0000006	AAP_000168	AAW_000162
OG0000009	AAP_000203	AAW_000201
OG0000011	AAP_000166	AAW_000160
OG0000012	AAP_000213	AAW_000212
OG0000012	AAP_000214	AAW_000213
OG0000013	AAP_000172	AAW_000164
OG0000014	AAP_000210	AAW_000208
OG0000014	AAP_000209	AAW_000207
OG0000015	AAP_000178	AAW_000177, AAW_000176
OG0000016	AAP_000199	AAW_000195
OG0000019	AAP_000215	AAW_000215
OG0000020	AAP_000173	AAW_000165
OG0000021	AAP_000202	AAW_000200
OG0000022	AAP_000157	AAW_000155
OG0000023	AAP_000174	AAW_000167
OG0000024	AAP_000207	AAW_000205
OG0000025	AAP_000208	AAW_000206
OG0000026	AAP_000212	AAW_000210
OG0000027	AAP_000180, AAP_000179	AAW_000178
OG0000028	AAP_000206	AAW_000204
OG0000029	AAP_000211	AAW_000209
OG0000032	AAP_000216	AAW_000216
OG0000033	AAP_000196	AAW_000193
OG0000034	AAP_000195	AAW_000192
