Orthogroup	t27_fai-gene-cluster-1	t18_fai-gene-cluster-1
OG0000000	AAP_000191	AAY_000158
OG0000000	AAP_000187, AAP_000188	AAY_000157
OG0000000	AAP_000192	AAY_000159
OG0000001	AAP_000197	AAY_000141
OG0000002	AAP_000177	AAY_000143
OG0000003	AAP_000183	AAY_000154
OG0000003	AAP_000186	AAY_000156
OG0000004	AAP_000161	AAY_000128
OG0000004	AAP_000160	AAY_000127
OG0000004	AAP_000158	AAY_000126
OG0000005	AAP_000193, AAP_000194	AAY_000160
OG0000006	AAP_000170	AAY_000135
OG0000007	AAP_000181	AAY_000152
OG0000007	AAP_000182	AAY_000153
OG0000009	AAP_000203	AAY_000169
OG0000010	AAP_000163	AAY_000132
OG0000011	AAP_000164, AAP_000165	AAY_000133
OG0000012	AAP_000213, AAP_000214	AAY_000179
OG0000013	AAP_000172	AAY_000137
OG0000013	AAP_000171	AAY_000136
OG0000014	AAP_000210, AAP_000209	AAY_000176
OG0000015	AAP_000178	AAY_000146, AAY_000145
OG0000016	AAP_000199	AAY_000165
OG0000017	AAP_000204	AAY_000172
OG0000019	AAP_000215	AAY_000180
OG0000020	AAP_000173	AAY_000138
OG0000021	AAP_000202	AAY_000168
OG0000023	AAP_000174	AAY_000140, AAY_000139
OG0000024	AAP_000207	AAY_000174
OG0000026	AAP_000212	AAY_000178
OG0000027	AAP_000180, AAP_000179	AAY_000147
OG0000028	AAP_000206, AAP_000205	AAY_000173
OG0000029	AAP_000211	AAY_000177
OG0000032	AAP_000216	AAY_000181
OG0000033	AAP_000196	AAY_000162
OG0000034	AAP_000195	AAY_000161
