Orthogroup	t14_fai-gene-cluster-1	t4_fai-gene-cluster-1
OG0000000	AAD_000212, AAD_000211	ABD_000225
OG0000000	AAD_000206	ABD_000217
OG0000000	AAD_000208	ABD_000219
OG0000000	AAD_000214, AAD_000213	ABD_000220
OG0000001	AAD_000221	ABD_000230
OG0000001	AAD_000190	ABD_000196
OG0000001	AAD_000222, AAD_000192	ABD_000199
OG0000001	AAD_000191	ABD_000197
OG0000002	AAD_000197	ABD_000202
OG0000002	AAD_000193	ABD_000200
OG0000003	AAD_000205	ABD_000216
OG0000004	AAD_000174	ABD_000181
OG0000004	AAD_000175	ABD_000178, ABD_000180, ABD_000179
OG0000005	AAD_000215	ABD_000226
OG0000005	AAD_000216	ABD_000228
OG0000006	AAD_000185	ABD_000188, ABD_000189
OG0000006	AAD_000184	ABD_000187
OG0000007	AAD_000201	ABD_000212
OG0000007	AAD_000202	ABD_000213, ABD_000211, ABD_000214
OG0000008	AAD_000199	ABD_000208
OG0000009	AAD_000230	ABD_000241
OG0000010	AAD_000179	ABD_000182
OG0000011	AAD_000182	ABD_000184
OG0000012	AAD_000240	ABD_000251
OG0000013	AAD_000187	ABD_000190
OG0000014	AAD_000237	ABD_000248
OG0000014	AAD_000236	ABD_000247
OG0000016	AAD_000224	ABD_000234
OG0000016	AAD_000225	ABD_000235
OG0000017	AAD_000231	ABD_000242, ABD_000243
OG0000018	AAD_000183	ABD_000186
OG0000019	AAD_000241	ABD_000254
OG0000020	AAD_000188	ABD_000192, ABD_000193
OG0000021	AAD_000229	ABD_000239, ABD_000238
OG0000022	AAD_000173	ABD_000177
OG0000022	AAD_000172	ABD_000176
OG0000023	AAD_000189	ABD_000194
OG0000024	AAD_000233	ABD_000245
OG0000025	AAD_000235	ABD_000246
OG0000026	AAD_000239	ABD_000250
OG0000027	AAD_000198	ABD_000207
OG0000028	AAD_000232	ABD_000244
OG0000029	AAD_000238	ABD_000249
OG0000032	AAD_000242	ABD_000256, ABD_000255
OG0000033	AAD_000220	ABD_000229
OG0000035	AAD_000228	ABD_000237
OG0000036	AAD_000223	ABD_000232
