Orthogroup	t4_fai-gene-cluster-1	t9_fai-gene-cluster-1
OG0000000	ABD_000217	AAZ_000153
OG0000000	ABD_000225	AAZ_000154
OG0000000	ABD_000221	AAZ_000155
OG0000001	ABD_000198, ABD_000196, ABD_000231, ABD_000199, ABD_000197	AAZ_000160
OG0000001	ABD_000230	AAZ_000141
OG0000002	ABD_000200	AAZ_000142
OG0000002	ABD_000202	AAZ_000145
OG0000004	ABD_000178, ABD_000180, ABD_000179	AAZ_000126
OG0000005	ABD_000226	AAZ_000156
OG0000005	ABD_000228	AAZ_000157
OG0000006	ABD_000189	AAZ_000134
OG0000006	ABD_000187	AAZ_000133
OG0000007	ABD_000214	AAZ_000151
OG0000007	ABD_000212	AAZ_000150
OG0000008	ABD_000209, ABD_000210	AAZ_000149
OG0000009	ABD_000240, ABD_000241	AAZ_000168
OG0000010	ABD_000182	AAZ_000128
OG0000012	ABD_000252, ABD_000253	AAZ_000177
OG0000013	ABD_000190	AAZ_000136
OG0000014	ABD_000248, ABD_000247	AAZ_000174
OG0000015	ABD_000205	AAZ_000146
OG0000015	ABD_000204, ABD_000206	AAZ_000147
OG0000016	ABD_000235, ABD_000234	AAZ_000162
OG0000017	ABD_000243	AAZ_000169
OG0000019	ABD_000254	AAZ_000179
OG0000020	ABD_000191	AAZ_000137
OG0000020	ABD_000192, ABD_000193	AAZ_000138
OG0000021	ABD_000239	AAZ_000167
OG0000021	ABD_000238	AAZ_000166
OG0000022	ABD_000176	AAZ_000124
OG0000022	ABD_000177	AAZ_000125
OG0000023	ABD_000194	AAZ_000139
OG0000023	ABD_000195	AAZ_000140
OG0000024	ABD_000245	AAZ_000172
OG0000026	ABD_000250	AAZ_000176
OG0000027	ABD_000207	AAZ_000148
OG0000028	ABD_000244	AAZ_000170
OG0000029	ABD_000249	AAZ_000175
OG0000031	ABD_000236	AAZ_000163
OG0000032	ABD_000256, ABD_000255	AAZ_000180
OG0000033	ABD_000229	AAZ_000159
OG0000035	ABD_000237	AAZ_000165
OG0000036	ABD_000232	AAZ_000161
