Orthogroup	t4_fai-gene-cluster-1	t16_fai-gene-cluster-1
OG0000000	ABD_000217	ABA_000190
OG0000000	ABD_000223	ABA_000193
OG0000000	ABD_000225	ABA_000194
OG0000000	ABD_000221	ABA_000195
OG0000000	ABD_000219	ABA_000192
OG0000001	ABD_000198, ABD_000196	ABA_000172
OG0000001	ABD_000199	ABA_000174
OG0000001	ABD_000197	ABA_000173
OG0000001	ABD_000230	ABA_000199
OG0000002	ABD_000201	ABA_000177
OG0000003	ABD_000216	ABA_000189
OG0000004	ABD_000180	ABA_000159
OG0000004	ABD_000179	ABA_000157
OG0000004	ABD_000181	ABA_000160
OG0000005	ABD_000226	ABA_000196
OG0000005	ABD_000228	ABA_000197
OG0000006	ABD_000189	ABA_000167
OG0000007	ABD_000213	ABA_000185
OG0000007	ABD_000212	ABA_000184
OG0000008	ABD_000209, ABD_000210	ABA_000183
OG0000009	ABD_000240	ABA_000204
OG0000009	ABD_000241	ABA_000205
OG0000011	ABD_000184	ABA_000164
OG0000012	ABD_000252, ABD_000253	ABA_000217
OG0000012	ABD_000251	ABA_000216
OG0000013	ABD_000190	ABA_000169
OG0000014	ABD_000248	ABA_000213
OG0000014	ABD_000247	ABA_000212
OG0000015	ABD_000204, ABD_000206	ABA_000179
OG0000016	ABD_000235, ABD_000234, ABD_000233	ABA_000201
OG0000017	ABD_000242	ABA_000206
OG0000017	ABD_000243	ABA_000207
OG0000018	ABD_000186	ABA_000166
OG0000018	ABD_000185	ABA_000165
OG0000019	ABD_000254	ABA_000219
OG0000020	ABD_000191	ABA_000170
OG0000021	ABD_000239	ABA_000203
OG0000022	ABD_000177	ABA_000156
OG0000023	ABD_000194	ABA_000171
OG0000024	ABD_000245	ABA_000210
OG0000025	ABD_000246	ABA_000211
OG0000026	ABD_000250	ABA_000215
OG0000027	ABD_000207	ABA_000181, ABA_000180
OG0000028	ABD_000244	ABA_000209
OG0000032	ABD_000256	ABA_000221
OG0000032	ABD_000255	ABA_000220
OG0000033	ABD_000229	ABA_000198
