Orthogroup	t4_fai-gene-cluster-1	t24_fai-gene-cluster-1
OG0000000	ABD_000217	AAH_000151
OG0000000	ABD_000225	AAH_000154
OG0000000	ABD_000221	AAH_000155
OG0000000	ABD_000219	AAH_000152
OG0000001	ABD_000198, ABD_000196, ABD_000231, ABD_000199, ABD_000197	AAH_000161
OG0000001	ABD_000230	AAH_000141
OG0000002	ABD_000200	AAH_000142
OG0000002	ABD_000201, ABD_000202	AAH_000143
OG0000004	ABD_000178, ABD_000180, ABD_000179	AAH_000128
OG0000005	ABD_000226	AAH_000156
OG0000005	ABD_000228	AAH_000157, AAH_000158
OG0000006	ABD_000189	AAH_000136
OG0000006	ABD_000187	AAH_000135
OG0000007	ABD_000214	AAH_000149
OG0000007	ABD_000212	AAH_000148
OG0000008	ABD_000209, ABD_000210	AAH_000147
OG0000009	ABD_000240	AAH_000168
OG0000010	ABD_000182	AAH_000130
OG0000012	ABD_000252, ABD_000253	AAH_000177
OG0000013	ABD_000190	AAH_000138
OG0000014	ABD_000248, ABD_000247	AAH_000174
OG0000015	ABD_000205	AAH_000144
OG0000015	ABD_000204, ABD_000206	AAH_000145
OG0000016	ABD_000235	AAH_000164
OG0000016	ABD_000233	AAH_000163
OG0000017	ABD_000243	AAH_000169
OG0000019	ABD_000254	AAH_000179
OG0000020	ABD_000191, ABD_000192, ABD_000193	AAH_000139
OG0000021	ABD_000238	AAH_000167
OG0000022	ABD_000176	AAH_000126
OG0000022	ABD_000177	AAH_000127
OG0000023	ABD_000194, ABD_000195	AAH_000140
OG0000024	ABD_000245	AAH_000172
OG0000026	ABD_000250	AAH_000176
OG0000027	ABD_000207	AAH_000146
OG0000028	ABD_000244	AAH_000170
OG0000029	ABD_000249	AAH_000175
OG0000031	ABD_000236	AAH_000165
OG0000032	ABD_000256, ABD_000255	AAH_000180
OG0000033	ABD_000229	AAH_000160
OG0000035	ABD_000237	AAH_000166
OG0000036	ABD_000232	AAH_000162
