Orthogroup	t22_fai-gene-cluster-1	t25_fai-gene-cluster-1
OG0000000	AAU_000193	AAG_000158
OG0000001	AAU_000199	AAG_000167
OG0000001	AAU_000174	AAG_000146
OG0000001	AAU_000175	AAG_000147
OG0000002	AAU_000177	AAG_000149
OG0000002	AAU_000176	AAG_000148
OG0000003	AAU_000190	AAG_000155
OG0000003	AAU_000192	AAG_000157
OG0000004	AAU_000160	AAG_000133
OG0000004	AAU_000159	AAG_000132
OG0000005	AAU_000196, AAU_000197	AAG_000163
OG0000006	AAU_000169	AAG_000142
OG0000006	AAU_000168	AAG_000141
OG0000007	AAU_000188, AAU_000189	AAG_000154
OG0000008	AAU_000185, AAU_000186, AAU_000187	AAG_000153
OG0000009	AAU_000205	AAG_000172
OG0000009	AAU_000206	AAG_000173
OG0000010	AAU_000163	AAG_000136
OG0000010	AAU_000162	AAG_000135
OG0000011	AAU_000165	AAG_000138
OG0000011	AAU_000164	AAG_000137
OG0000012	AAU_000216	AAG_000181
OG0000013	AAU_000170	AAG_000143
OG0000014	AAU_000213, AAU_000212	AAG_000178
OG0000015	AAU_000181, AAU_000182, AAU_000180	AAG_000151
OG0000016	AAU_000200	AAG_000169, AAG_000170
OG0000017	AAU_000207, AAU_000208	AAG_000174
OG0000018	AAU_000166	AAG_000139
OG0000019	AAU_000217, AAU_000218	AAG_000184
OG0000020	AAU_000171, AAU_000172	AAG_000144
OG0000021	AAU_000204, AAU_000203	AAG_000171
OG0000022	AAU_000158	AAG_000131
OG0000023	AAU_000173	AAG_000145
OG0000024	AAU_000210	AAG_000176
OG0000025	AAU_000211	AAG_000177
OG0000026	AAU_000215	AAG_000180
OG0000027	AAU_000183	AAG_000152
OG0000028	AAU_000209	AAG_000175
OG0000029	AAU_000214	AAG_000179
OG0000030	AAU_000161	AAG_000134
OG0000032	AAU_000219	AAG_000185
OG0000033	AAU_000198	AAG_000166
