Orthogroup	t29_fai-gene-cluster-1	t14_fai-gene-cluster-1
OG0000000	ABE_000193	AAD_000206
OG0000000	ABE_000194	AAD_000210, AAD_000211, AAD_000212
OG0000001	ABE_000173	AAD_000190
OG0000001	ABE_000175	AAD_000222, AAD_000192
OG0000001	ABE_000174	AAD_000191
OG0000001	ABE_000198	AAD_000221
OG0000002	ABE_000176	AAD_000193
OG0000002	ABE_000177	AAD_000194
OG0000002	ABE_000178	AAD_000195
OG0000003	ABE_000190	AAD_000203
OG0000003	ABE_000191	AAD_000204
OG0000003	ABE_000192	AAD_000205
OG0000004	ABE_000162, ABE_000161	AAD_000175
OG0000004	ABE_000163	AAD_000174
OG0000005	ABE_000195	AAD_000215
OG0000005	ABE_000196	AAD_000216
OG0000006	ABE_000168	AAD_000185
OG0000006	ABE_000167	AAD_000184
OG0000007	ABE_000189	AAD_000202
OG0000007	ABE_000188	AAD_000201
OG0000008	ABE_000185	AAD_000199
OG0000008	ABE_000186, ABE_000187	AAD_000200
OG0000009	ABE_000207	AAD_000230
OG0000010	ABE_000164	AAD_000179
OG0000011	ABE_000165	AAD_000182
OG0000012	ABE_000216	AAD_000240
OG0000013	ABE_000169	AAD_000186, AAD_000187
OG0000014	ABE_000213	AAD_000237
OG0000014	ABE_000212	AAD_000236
OG0000016	ABE_000200	AAD_000225
OG0000017	ABE_000208	AAD_000231
OG0000019	ABE_000219	AAD_000241
OG0000020	ABE_000171	AAD_000188
OG0000021	ABE_000205, ABE_000204	AAD_000229
OG0000022	ABE_000160	AAD_000173
OG0000023	ABE_000172	AAD_000189
OG0000024	ABE_000210	AAD_000233
OG0000025	ABE_000211	AAD_000235
OG0000026	ABE_000215	AAD_000239
OG0000027	ABE_000184	AAD_000198
OG0000028	ABE_000209	AAD_000232
OG0000029	ABE_000214	AAD_000238
OG0000031	ABE_000202	AAD_000227
OG0000031	ABE_000201	AAD_000226
OG0000032	ABE_000220	AAD_000242
OG0000033	ABE_000197	AAD_000220
OG0000035	ABE_000203	AAD_000228
