Orthogroup	t30_fai-gene-cluster-1	t9_fai-gene-cluster-1
OG0000000	AAL_000157	AAZ_000154
OG0000000	AAL_000156	AAZ_000153
OG0000001	AAL_000144	AAZ_000141
OG0000001	AAL_000163	AAZ_000160
OG0000002	AAL_000145	AAZ_000142
OG0000003	AAL_000154	AAZ_000152
OG0000004	AAL_000130, AAL_000129	AAZ_000126
OG0000005	AAL_000158	AAZ_000156
OG0000005	AAL_000160	AAZ_000157
OG0000006	AAL_000139	AAZ_000134
OG0000006	AAL_000138	AAZ_000133
OG0000007	AAL_000151	AAZ_000150
OG0000007	AAL_000153	AAZ_000151
OG0000008	AAL_000150	AAZ_000149
OG0000009	AAL_000172, AAL_000173	AAZ_000168
OG0000010	AAL_000135	AAZ_000130
OG0000010	AAL_000134	AAZ_000128
OG0000011	AAL_000136	AAZ_000131
OG0000012	AAL_000183	AAZ_000177
OG0000013	AAL_000141	AAZ_000136
OG0000013	AAL_000140	AAZ_000135
OG0000014	AAL_000179	AAZ_000174
OG0000015	AAL_000147	AAZ_000147
OG0000015	AAL_000146	AAZ_000146
OG0000016	AAL_000166, AAL_000167	AAZ_000162
OG0000017	AAL_000174	AAZ_000169
OG0000018	AAL_000137	AAZ_000132
OG0000019	AAL_000184	AAZ_000178, AAZ_000179
OG0000020	AAL_000142	AAZ_000137
OG0000021	AAL_000171	AAZ_000167, AAZ_000166
OG0000022	AAL_000128	AAZ_000125, AAZ_000124
OG0000023	AAL_000143	AAZ_000140
OG0000024	AAL_000176	AAZ_000171
OG0000024	AAL_000177	AAZ_000172
OG0000025	AAL_000178	AAZ_000173
OG0000026	AAL_000181	AAZ_000176
OG0000027	AAL_000148	AAZ_000148
OG0000028	AAL_000175	AAZ_000170
OG0000029	AAL_000180	AAZ_000175
OG0000030	AAL_000132	AAZ_000127
OG0000031	AAL_000169	AAZ_000164
OG0000031	AAL_000168	AAZ_000163
OG0000032	AAL_000185	AAZ_000180
OG0000033	AAL_000162	AAZ_000159
OG0000034	AAL_000161	AAZ_000158
OG0000035	AAL_000170	AAZ_000165
OG0000036	AAL_000164	AAZ_000161
