Orthogroup	t17_fai-gene-cluster-1	t30_fai-gene-cluster-1
OG0000000	AAO_000227, AAO_000226	AAL_000157
OG0000000	AAO_000218	AAL_000156
OG0000001	AAO_000237	AAL_000144
OG0000002	AAO_000206, AAO_000205	AAL_000145
OG0000003	AAO_000215	AAL_000154
OG0000003	AAO_000217	AAL_000155
OG0000004	AAO_000188	AAL_000131
OG0000005	AAO_000234, AAO_000232, AAO_000231	AAL_000158
OG0000005	AAO_000233	AAL_000159
OG0000006	AAO_000198	AAL_000139
OG0000006	AAO_000197	AAL_000138
OG0000007	AAO_000213	AAL_000151
OG0000007	AAO_000214	AAL_000152, AAL_000153
OG0000008	AAO_000211	AAL_000149
OG0000008	AAO_000212	AAL_000150
OG0000009	AAO_000245	AAL_000173
OG0000010	AAO_000191	AAL_000135
OG0000010	AAO_000189	AAL_000134
OG0000011	AAO_000192, AAO_000193	AAL_000136
OG0000012	AAO_000257	AAL_000182
OG0000012	AAO_000258	AAL_000183
OG0000013	AAO_000200	AAL_000141
OG0000013	AAO_000199	AAL_000140
OG0000014	AAO_000253, AAO_000252	AAL_000179
OG0000016	AAO_000240	AAL_000167
OG0000017	AAO_000246	AAL_000174
OG0000018	AAO_000195	AAL_000137
OG0000019	AAO_000259	AAL_000184
OG0000021	AAO_000244	AAL_000171
OG0000022	AAO_000186	AAL_000128
OG0000024	AAO_000249	AAL_000177
OG0000025	AAO_000250	AAL_000178
OG0000026	AAO_000256	AAL_000181
OG0000027	AAO_000210	AAL_000148
OG0000028	AAO_000248	AAL_000175
OG0000029	AAO_000255, AAO_000254	AAL_000180
OG0000031	AAO_000241	AAL_000169
OG0000032	AAO_000260	AAL_000185
OG0000033	AAO_000236	AAL_000162
OG0000034	AAO_000235	AAL_000161
OG0000035	AAO_000243	AAL_000170
OG0000036	AAO_000239	AAL_000164
