Orthogroup	t17_fai-gene-cluster-1	t4_fai-gene-cluster-1
OG0000000	AAO_000227, AAO_000226	ABD_000225
OG0000000	AAO_000218	ABD_000217
OG0000000	AAO_000223	ABD_000219
OG0000000	AAO_000228, AAO_000219, AAO_000230, AAO_000229	ABD_000220
OG0000001	AAO_000237	ABD_000230
OG0000001	AAO_000203	ABD_000196
OG0000001	AAO_000238	ABD_000199
OG0000001	AAO_000204	ABD_000197
OG0000002	AAO_000209	ABD_000202
OG0000002	AAO_000205	ABD_000200
OG0000003	AAO_000217	ABD_000216
OG0000004	AAO_000188	ABD_000181
OG0000005	AAO_000232	ABD_000227
OG0000005	AAO_000231	ABD_000226
OG0000005	AAO_000233	ABD_000228
OG0000006	AAO_000198	ABD_000188, ABD_000189
OG0000006	AAO_000197	ABD_000187
OG0000007	AAO_000213	ABD_000212
OG0000007	AAO_000214	ABD_000213, ABD_000211, ABD_000214
OG0000008	AAO_000211	ABD_000208
OG0000009	AAO_000245	ABD_000241
OG0000010	AAO_000189	ABD_000182
OG0000011	AAO_000194	ABD_000184
OG0000012	AAO_000257	ABD_000251
OG0000012	AAO_000258	ABD_000253
OG0000013	AAO_000200	ABD_000190
OG0000014	AAO_000253	ABD_000248
OG0000014	AAO_000252	ABD_000247
OG0000016	AAO_000240	ABD_000235
OG0000017	AAO_000246	ABD_000242
OG0000017	AAO_000247	ABD_000243
OG0000018	AAO_000195	ABD_000185
OG0000018	AAO_000196	ABD_000186
OG0000019	AAO_000259	ABD_000254
OG0000020	AAO_000201	ABD_000192, ABD_000193
OG0000021	AAO_000244	ABD_000239, ABD_000238
OG0000022	AAO_000187	ABD_000177
OG0000022	AAO_000186	ABD_000176
OG0000023	AAO_000202	ABD_000194
OG0000024	AAO_000249	ABD_000245
OG0000025	AAO_000251	ABD_000246
OG0000026	AAO_000256	ABD_000250
OG0000027	AAO_000210	ABD_000207
OG0000028	AAO_000248	ABD_000244
OG0000029	AAO_000255	ABD_000249
OG0000032	AAO_000260	ABD_000256, ABD_000255
OG0000033	AAO_000236	ABD_000229
OG0000035	AAO_000243	ABD_000237
OG0000036	AAO_000239	ABD_000232
OG0000040	AAO_000190	ABD_000183
