Orthogroup	t25_fai-gene-cluster-1	t7_fai-gene-cluster-1
OG0000000	AAG_000158	AAC_000160
OG0000000	AAG_000160	AAC_000162
OG0000000	AAG_000162	AAC_000163
OG0000001	AAG_000146	AAC_000147
OG0000001	AAG_000147	AAC_000148
OG0000001	AAG_000167	AAC_000167
OG0000002	AAG_000148	AAC_000149
OG0000002	AAG_000149	AAC_000150
OG0000002	AAG_000150	AAC_000151
OG0000003	AAG_000155	AAC_000157
OG0000003	AAG_000157	AAC_000159
OG0000003	AAG_000156	AAC_000158
OG0000004	AAG_000132	AAC_000133
OG0000004	AAG_000133	AAC_000134
OG0000005	AAG_000163	AAC_000164
OG0000006	AAG_000142	AAC_000143
OG0000006	AAG_000141	AAC_000142
OG0000007	AAG_000154	AAC_000156
OG0000008	AAG_000153	AAC_000155
OG0000009	AAG_000172	AAC_000172
OG0000009	AAG_000173	AAC_000173
OG0000010	AAG_000135	AAC_000136
OG0000010	AAG_000136	AAC_000137
OG0000011	AAG_000138	AAC_000139
OG0000011	AAG_000137	AAC_000138
OG0000012	AAG_000183	AAC_000182
OG0000012	AAG_000181	AAC_000181
OG0000013	AAG_000143	AAC_000144
OG0000014	AAG_000178	AAC_000178
OG0000015	AAG_000151	AAC_000152
OG0000016	AAG_000170	AAC_000170
OG0000016	AAG_000169	AAC_000169
OG0000017	AAG_000174	AAC_000174
OG0000018	AAG_000140	AAC_000141
OG0000018	AAG_000139	AAC_000140
OG0000019	AAG_000184	AAC_000183
OG0000020	AAG_000144	AAC_000145
OG0000021	AAG_000171	AAC_000171
OG0000022	AAG_000131	AAC_000132
OG0000023	AAG_000145	AAC_000146
OG0000024	AAG_000176	AAC_000176
OG0000025	AAG_000177	AAC_000177
OG0000026	AAG_000180	AAC_000180
OG0000027	AAG_000152	AAC_000154
OG0000028	AAG_000175	AAC_000175
OG0000029	AAG_000179	AAC_000179
OG0000030	AAG_000134	AAC_000135
OG0000032	AAG_000185	AAC_000184
OG0000033	AAG_000166	AAC_000166
OG0000034	AAG_000164	AAC_000165
OG0000036	AAG_000168	AAC_000168
