Orthogroup	t25_fai-gene-cluster-1	t29_fai-gene-cluster-1
OG0000000	AAG_000158	ABE_000193
OG0000000	AAG_000160, AAG_000161	ABE_000194
OG0000001	AAG_000146	ABE_000173
OG0000001	AAG_000147	ABE_000174
OG0000001	AAG_000167	ABE_000198
OG0000002	AAG_000148	ABE_000176
OG0000002	AAG_000149	ABE_000178
OG0000003	AAG_000155	ABE_000190
OG0000003	AAG_000157	ABE_000192
OG0000004	AAG_000132	ABE_000162, ABE_000161
OG0000004	AAG_000133	ABE_000163
OG0000005	AAG_000163	ABE_000196
OG0000006	AAG_000142	ABE_000168
OG0000006	AAG_000141	ABE_000167
OG0000007	AAG_000154	ABE_000189, ABE_000188
OG0000008	AAG_000153	ABE_000186, ABE_000187
OG0000009	AAG_000172	ABE_000206
OG0000009	AAG_000173	ABE_000207
OG0000010	AAG_000135	ABE_000164
OG0000011	AAG_000138	ABE_000165
OG0000012	AAG_000182, AAG_000183	ABE_000217
OG0000012	AAG_000181	ABE_000216
OG0000013	AAG_000143	ABE_000169
OG0000014	AAG_000178	ABE_000213, ABE_000212
OG0000015	AAG_000151	ABE_000182
OG0000016	AAG_000170	ABE_000200
OG0000016	AAG_000169	ABE_000199
OG0000017	AAG_000174	ABE_000208
OG0000019	AAG_000184	ABE_000218, ABE_000219
OG0000020	AAG_000144	ABE_000171
OG0000022	AAG_000131	ABE_000160
OG0000023	AAG_000145	ABE_000172
OG0000025	AAG_000177	ABE_000211
OG0000026	AAG_000180	ABE_000215
OG0000027	AAG_000152	ABE_000184
OG0000028	AAG_000175	ABE_000209
OG0000029	AAG_000179	ABE_000214
OG0000032	AAG_000185	ABE_000220
OG0000033	AAG_000166	ABE_000197
