Orthogroup	t25_fai-gene-cluster-1	t21_fai-gene-cluster-1
OG0000000	AAG_000158	AAS_000184
OG0000000	AAG_000160, AAG_000161	AAS_000186
OG0000000	AAG_000162	AAS_000187
OG0000000	AAG_000159	AAS_000185
OG0000001	AAG_000146	AAS_000165
OG0000001	AAG_000147	AAS_000166
OG0000001	AAG_000167	AAS_000193
OG0000002	AAG_000148	AAS_000168
OG0000002	AAG_000149	AAS_000169
OG0000002	AAG_000150	AAS_000172
OG0000003	AAG_000155	AAS_000181
OG0000003	AAG_000157	AAS_000183
OG0000004	AAG_000132	AAS_000151, AAS_000150
OG0000004	AAG_000133	AAS_000152
OG0000005	AAG_000163	AAS_000190
OG0000006	AAG_000142	AAS_000160
OG0000006	AAG_000141	AAS_000159
OG0000007	AAG_000154	AAS_000180
OG0000008	AAG_000153	AAS_000178, AAS_000179
OG0000009	AAG_000172	AAS_000198
OG0000009	AAG_000173	AAS_000199
OG0000010	AAG_000136	AAS_000155
OG0000011	AAG_000138	AAS_000157
OG0000012	AAG_000181	AAS_000207
OG0000013	AAG_000143	AAS_000161
OG0000014	AAG_000178	AAS_000204, AAS_000203
OG0000015	AAG_000151	AAS_000173
OG0000016	AAG_000170, AAG_000169	AAS_000195
OG0000017	AAG_000174	AAS_000200
OG0000018	AAG_000140	AAS_000158
OG0000019	AAG_000184	AAS_000208
OG0000021	AAG_000171	AAS_000196
OG0000022	AAG_000131	AAS_000149
OG0000023	AAG_000145	AAS_000164
OG0000024	AAG_000176	AAS_000201
OG0000025	AAG_000177	AAS_000202
OG0000026	AAG_000180	AAS_000206
OG0000027	AAG_000152	AAS_000175, AAS_000174
OG0000029	AAG_000179	AAS_000205
OG0000030	AAG_000134	AAS_000154
OG0000032	AAG_000185	AAS_000209
OG0000033	AAG_000166	AAS_000192
OG0000034	AAG_000165	AAS_000191
