Orthogroup	t29_fai-gene-cluster-1	t4_fai-gene-cluster-1
OG0000000	ABE_000194	ABD_000222, ABD_000223, ABD_000224, ABD_000225
OG0000000	ABE_000193	ABD_000218, ABD_000217
OG0000001	ABE_000198	ABD_000230
OG0000001	ABE_000173	ABD_000196
OG0000001	ABE_000175	ABD_000199
OG0000001	ABE_000174	ABD_000197
OG0000002	ABE_000179	ABD_000201
OG0000002	ABE_000176	ABD_000200
OG0000003	ABE_000192	ABD_000216
OG0000004	ABE_000163	ABD_000181
OG0000004	ABE_000162	ABD_000180
OG0000004	ABE_000161	ABD_000179
OG0000005	ABE_000195	ABD_000226
OG0000005	ABE_000196	ABD_000228
OG0000006	ABE_000168	ABD_000189
OG0000006	ABE_000167	ABD_000187
OG0000007	ABE_000188	ABD_000212
OG0000007	ABE_000189	ABD_000214
OG0000008	ABE_000185	ABD_000208
OG0000008	ABE_000186	ABD_000209
OG0000008	ABE_000187	ABD_000210
OG0000009	ABE_000206	ABD_000240
OG0000009	ABE_000207	ABD_000241
OG0000010	ABE_000164	ABD_000182
OG0000011	ABE_000165	ABD_000184
OG0000012	ABE_000216	ABD_000251
OG0000012	ABE_000217	ABD_000252, ABD_000253
OG0000013	ABE_000169	ABD_000190
OG0000014	ABE_000213	ABD_000248
OG0000014	ABE_000212	ABD_000247
OG0000015	ABE_000182	ABD_000205
OG0000015	ABE_000181	ABD_000204
OG0000015	ABE_000183	ABD_000206
OG0000016	ABE_000199	ABD_000233
OG0000016	ABE_000200	ABD_000235
OG0000017	ABE_000208	ABD_000242
OG0000018	ABE_000166	ABD_000185
OG0000019	ABE_000219	ABD_000254
OG0000020	ABE_000170	ABD_000191
OG0000020	ABE_000171	ABD_000193
OG0000021	ABE_000205	ABD_000239
OG0000021	ABE_000204	ABD_000238
OG0000022	ABE_000160	ABD_000177
OG0000023	ABE_000172	ABD_000194
OG0000024	ABE_000210	ABD_000245
OG0000025	ABE_000211	ABD_000246
OG0000026	ABE_000215	ABD_000250
OG0000027	ABE_000184	ABD_000207
OG0000028	ABE_000209	ABD_000244
OG0000029	ABE_000214	ABD_000249
OG0000031	ABE_000202	ABD_000236
OG0000032	ABE_000220	ABD_000256, ABD_000255
OG0000033	ABE_000197	ABD_000229
OG0000035	ABE_000203	ABD_000237
OG0000038	ABE_000180	ABD_000203
