Orthogroup	t29_fai-gene-cluster-1	t22_fai-gene-cluster-1
OG0000000	ABE_000194	AAU_000194, AAU_000195
OG0000000	ABE_000193	AAU_000193
OG0000001	ABE_000198	AAU_000199
OG0000001	ABE_000173	AAU_000174
OG0000001	ABE_000174	AAU_000175
OG0000002	ABE_000178	AAU_000177
OG0000002	ABE_000179	AAU_000178
OG0000002	ABE_000177, ABE_000176	AAU_000176
OG0000003	ABE_000190	AAU_000190
OG0000003	ABE_000191	AAU_000191
OG0000003	ABE_000192	AAU_000192
OG0000004	ABE_000163	AAU_000160
OG0000004	ABE_000161	AAU_000159
OG0000005	ABE_000195	AAU_000196
OG0000005	ABE_000196	AAU_000197
OG0000006	ABE_000168	AAU_000169
OG0000006	ABE_000167	AAU_000168
OG0000007	ABE_000188	AAU_000188
OG0000007	ABE_000189	AAU_000189
OG0000008	ABE_000185	AAU_000185
OG0000008	ABE_000186	AAU_000186
OG0000008	ABE_000187	AAU_000187
OG0000009	ABE_000206	AAU_000205
OG0000009	ABE_000207	AAU_000206
OG0000010	ABE_000164	AAU_000162
OG0000011	ABE_000165	AAU_000165
OG0000012	ABE_000216	AAU_000216
OG0000013	ABE_000169	AAU_000170
OG0000014	ABE_000213	AAU_000213
OG0000014	ABE_000212	AAU_000212
OG0000015	ABE_000183	AAU_000182
OG0000016	ABE_000199, ABE_000200	AAU_000200
OG0000017	ABE_000208	AAU_000207
OG0000018	ABE_000166	AAU_000166
OG0000019	ABE_000218	AAU_000217
OG0000019	ABE_000219	AAU_000218
OG0000020	ABE_000171	AAU_000172
OG0000021	ABE_000205	AAU_000204
OG0000021	ABE_000204	AAU_000203
OG0000022	ABE_000160	AAU_000158
OG0000023	ABE_000172	AAU_000173
OG0000024	ABE_000210	AAU_000210
OG0000025	ABE_000211	AAU_000211
OG0000026	ABE_000215	AAU_000215
OG0000027	ABE_000184	AAU_000183
OG0000028	ABE_000209	AAU_000209
OG0000029	ABE_000214	AAU_000214
OG0000031	ABE_000202, ABE_000201	AAU_000201
OG0000032	ABE_000220	AAU_000219
OG0000033	ABE_000197	AAU_000198
OG0000035	ABE_000203	AAU_000202
OG0000038	ABE_000180	AAU_000179
