Orthogroup	t29_fai-gene-cluster-1	t8_fai-gene-cluster-1
OG0000000	ABE_000194	AAE_000222, AAE_000224, AAE_000223
OG0000000	ABE_000193	AAE_000216
OG0000001	ABE_000198	AAE_000234
OG0000001	ABE_000173	AAE_000198
OG0000001	ABE_000175	AAE_000235
OG0000001	ABE_000174	AAE_000199
OG0000002	ABE_000178	AAE_000203
OG0000002	ABE_000177	AAE_000202
OG0000002	ABE_000176	AAE_000201
OG0000003	ABE_000190	AAE_000213
OG0000003	ABE_000191	AAE_000214
OG0000003	ABE_000192	AAE_000215
OG0000004	ABE_000163	AAE_000182
OG0000004	ABE_000162, ABE_000161	AAE_000183
OG0000005	ABE_000195	AAE_000228
OG0000005	ABE_000196	AAE_000230
OG0000006	ABE_000168	AAE_000192
OG0000006	ABE_000167	AAE_000191
OG0000007	ABE_000188	AAE_000211
OG0000007	ABE_000189	AAE_000212
OG0000008	ABE_000185	AAE_000208
OG0000008	ABE_000186	AAE_000209
OG0000008	ABE_000187	AAE_000210
OG0000009	ABE_000207	AAE_000243
OG0000010	ABE_000164	AAE_000184
OG0000011	ABE_000165	AAE_000188
OG0000012	ABE_000216	AAE_000256
OG0000012	ABE_000217	AAE_000257
OG0000013	ABE_000169	AAE_000194
OG0000014	ABE_000213	AAE_000251
OG0000014	ABE_000212	AAE_000250
OG0000016	ABE_000200	AAE_000237
OG0000017	ABE_000208	AAE_000244
OG0000018	ABE_000166	AAE_000189
OG0000019	ABE_000219	AAE_000258
OG0000020	ABE_000171	AAE_000195
OG0000021	ABE_000205, ABE_000204	AAE_000242
OG0000022	ABE_000160	AAE_000181
OG0000023	ABE_000172	AAE_000196
OG0000024	ABE_000210	AAE_000247
OG0000025	ABE_000211	AAE_000249
OG0000026	ABE_000215	AAE_000254
OG0000027	ABE_000184	AAE_000206
OG0000028	ABE_000209	AAE_000246
OG0000029	ABE_000214	AAE_000253, AAE_000252
OG0000031	ABE_000201	AAE_000238
OG0000032	ABE_000220	AAE_000260
OG0000033	ABE_000197	AAE_000233
OG0000035	ABE_000203	AAE_000240
