Ortholog Group (OG) ID	OG is Single Copy?	Proportion of Total Gene Clusters with OG	OG Median Length (bp)	OG Consensus Order	OG Consensus Direction	Tajima's D	Proportion of Filtered Codon Alignment is Segregating Sites	Entropy	Upstream Region Entropy	Median Beta-RD-gc	Max Beta-RD-gc	Proportion of sites which are highly ambiguous in codon alignment	Proportion of sites which are highly ambiguous in trimmed codon alignment	Median GC	Median GC Skew	GARD Partitions Based on Recombination Breakpoints	Number of Sites Identified as Under Positive or Negative Selection by FUBAR	Average delta(Beta, Alpha) by FUBAR across sites	Proportion of Sites Under Selection which are Positive	Custom Annotation (E-value)	KO Annotation (E-value)	PGAP Annotation (E-value)	PaperBLAST Annotation (E-value)	CARD Annotation (E-value)	IS Finder (E-value)	MI-BiG Annotation (E-value)	VOG Annotation (E-value)	VFDB Annotation (E-value)	Pfam Domains
OG_99	True	0.48	1812	166	"+"	0.397644148	0.754467754	0.320194857	0.474433241	0.428377424	1.001665957	0.315789474	0	0.29817145	-0.168392015	NA	137	-3.70828283	0.02189781	EF2164 (2.13e-259)	NA	NA	VIMSS356317 (5.99E-255)	NA	NA	NA	NA	NA	Family of unknown function (DUF6056)
OG_98	True	1	951	162	"+"	0.427544714	0.10021097	0.03268034	0.574197364	0.985312285	1.001392493	0.039513678	0	0.371188223	-0.098591549	NA	52	-2.182677636	0.115384615	EF2165 (4.37e-227)	UDP-N-acetylglucosamine/UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase [EC:5.1.3.7 5.1.3.45] (2.559473615585692E-97)	UDP-glucose 4-epimerase GalE (1.7156445811189158E-54)	WP_002383748.1 (1.23E-222)	NA	NA	BGC0001947|c1|6292-7332|+|AWL83831.1|Gne2|AWL83831.1 (8.77E-55)	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7[Xh] (8.796589303944706E-85)	VFG047149(gb|WP_003029668) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4]; VFG047147(gb|WP_003027881) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. mediasiatica FSC147]; VFG047144(gb|WP_010030803) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. holarctica FTNF002-00] (1.51E-60)	3-beta hydroxysteroid dehydrogenase/isomerase family; NAD dependent epimerase/dehydratase family; GDP-mannose 4,6 dehydratase; Male sterility protein; Polysaccharide biosynthesis protein; RmlD substrate binding domain
OG_19	True	0.24	1422	160	"+"	1.217664516	0.052149401	0.023578271	0.252688172	0.988822362	1.00147651	0	0	0.312587904	-0.216607044	NA	40	-4.132579269	0	EF2166 (0.0)	NA	NA	Q832Q4 (0.0)	NA	NA	NA	NA	VFG016373(gb|WP_001108298) (BC_RS26255) oligosaccharide flippase family protein [Polysaccharide capsule (VF0659) - Immune modulation (VFC0258)] [Bacillus cereus ATCC 14579] (8.81E-113)	NA
OG_49	True	0.12	972	159	"+"	NA	NA	0.006633716	0	0.994276936	0.997645146	0	0	0.309670782	-0.215946844	NA	NA	NA	NA	EF2167 (4.87e-237)	rhamnosyltransferase (1.2012532814762797E-28)	poly-beta-1,6-N-acetyl-D-glucosamine synthase (4.158311484954866E-8)	VIMSS356320 (1.37E-232)	NA	NA	BGC0000796|c1|21678-22622|+|ADG29298.1|putative_rhamnosyltransferase|ADG29298.1 (2.30E-12)	REFSEQ glycosyl transferase family 2[Xu] (1.6509554821257387E-15)	VFG006055(gb|WP_002902064) (SSA_RS10860) glycosyltransferase family 2 protein [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus sanguinis SK36] (3.51E-22)	Glycosyl transferase family 2
OG_92	True	0.32	825	153	"+"	2.328811312	0.566909976	0.296620717	0.424681532	0.547030663	1.003558719	0.028368794	0	0.312727273	-0.156669959	NA	67	-4.785893154	0	EF2168 (4.2e-140)	lipopolysaccharide cholinephosphotransferase [EC:2.7.8.-] (1.7946971621901038E-69)	diacylglycerol cholinephosphotransferase Mf1 (2.048574793761946E-24)	VIMSS356321 (1.18E-135)	NA	NA	NA	REFSEQ bifunctional phosphorylcholine metabolism protein licd and glycosyltransferase domain[Xu] (5.046603020894798E-10)	VFG013178(gb|WP_012341378) (licD) phosphocholine transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus somnus 2336]; VFG013464(gb|WP_011609611) (licD) phosphocholine transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus somnus 129PT] (6.87E-36)	LicD family
OG_12	True	0.76	1395	152	"+"	3.16822415	0.803745318	0.476121515	0.588996208	0.364517292	1.001595301	0.104627767	0	0.281003584	-0.167123288	NA	194	-4.277286943	0	EF2169 (3.19e-78)	O-antigen ligase [EC:2.4.99.26] (6.379781500877646E-40)	oligosaccharide repeat unit polymerase (7.18359540078268E-12)	WP_002391475.1 (2.00E-92)	NA	NA	NA	NA	NA	O-Antigen ligase
OG_89	True	1	978	145	"+"	2.925651873	0.77148847	0.409621412	0.421864023	0.527453323	1.002686322	0.053571429	0	0.307770961	-0.224080268	NA	124	-3.123147849	0	EF2170|epaX (4.99e-133)	teichoic acid N-acetylgalactosaminyltransferase [EC:2.4.1.-] (6.010603511809637E-75)	glycosyltransferase (9.924012585569206E-37)	VIMSS356323 (1.41E-128)	NA	NA	BGC0000741|c1|3612-4580|+|AAL57076.1|CpsI|AAL57076.1; BGC0000745|c1|3612-4580|+|AAL56372.1|CpsI|AAL56372.1; BGC0000744|c1|3612-4580|+|AAL56365.1|CpsI|AAL56365.1 (8.00E-48)	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP[Xh] (7.218996047060083E-39)	VFG046740(gb|WP_013922877) (F7308_RS05565) glycosyltransferase family 2 protein [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella sp. TX077308] (3.12E-50)	Glycosyl transferase family 2; Glycosyltransferase like family 2; Glycosyltransferase like family 2
OG_11	True	0.72	1059	143	"+"	1.089949065	0.388729704	0.149763375	0.151823251	0.990891445	1.004246285	0.025139665	0	0.364022663	-0.147286822	NA	57	-3.469020745	0.035087719	EF2171 (1.35e-244)	UDP-glucuronate decarboxylase [EC:4.1.1.35] (4.798552941210866E-64)	dTDP-glucose 4,6-dehydratase (2.280307149348356E-31)	WP_002378507.1 (9.34E-241)	NA	NA	BGC0000238|c1|49875-50855|-|ABX71131.1|Lct48|ABX71131.1 (1.76E-19)	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7[Xh] (8.300779710689385E-43)	NA	3-beta hydroxysteroid dehydrogenase/isomerase family; NAD dependent epimerase/dehydratase family; GDP-mannose 4,6 dehydratase; Male sterility protein; Polysaccharide biosynthesis protein
OG_88	True	0.76	705	140	"+"	-0.041071194	0.08869814	0.027859185	0.067599711	0.999552588	1.008	0.004273504	0	0.344680851	-0.133333333	NA	30	-3.798848095	0	EF2172 (5.91e-173)	D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40] (4.426942284631529E-67)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (9.785972569415415E-46)	VIMSS356325 (1.67E-168)	NA	NA	BGC0000806|c1|48922-49656|+|AHL24486.1|2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase|AHL24486.1 (8.63E-21)	sp|Q5UNV4|UNAP_MIMIV Probable UDP-N-acetylglucosamine pyrophosphorylase[Xh] (7.339337409197797E-7)	VFG000688(gb|AAP42181) (bcs1') Bcs1' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007] (1.86E-21)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase; MobA-like NTP transferase domain
OG_95	True	0.6	2436	134	"+"	-0.183534307	0.541809851	0.191494688	0.143694626	0.75082011	1.001595301	0.445714286	0	0.371812081	-0.111377246	NA	270	-3.199933025	0	EF2174|OG1RF_0163 (0.0)	lysozyme (4.144615251305966E-34)	NA	VIMSS356327 (0.0)	NA	NA	NA	sp|Q37976|AEPE_BPA18 L-alanyl-D-glutamate peptidase[Xh] (2.257555269241192E-43)	NA	Domain of unknown function (DUF5776); Glycosyl hydrolases family 25
