OG_002043	t2|AAJ_000146	97.1	240	7	0	364	603	1	240	4.72e-158	450	603	241
OG_002043	t2|AAJ_000148	95.6	181	8	0	1	181	1	181	8.72e-113	332	603	182
OG_002043	t2|AAJ_000147	96.2	130	5	0	192	321	1	130	1.57e-73	229	603	131
OG_002044	t2|AAJ_000150	94.4	213	12	0	1	213	1	213	5.40e-144	402	321	214
OG_002044	t2|AAJ_000149	92.4	92	7	0	230	321	1	92	2.56e-54	170	321	93
OG_002044	t2|AAJ_000191	24.6	333	215	13	1	312	1	318	2.65e-20	87.4	321	343
OG_002045	t2|AAJ_000151	93.1	276	19	0	198	473	1	276	7.89e-164	461	473	277
OG_002045	t2|AAJ_000152	93.7	189	12	0	1	189	1	189	5.74e-117	338	473	190
OG_002046	t2|AAJ_000154	93.6	157	10	0	1	157	1	157	2.50e-101	292	323	158
OG_002046	t2|AAJ_000153	96.4	83	3	0	241	323	1	83	1.18e-50	160	323	84
OG_002046	t2|AAJ_000194	28.1	228	126	7	8	222	3	205	1.30e-15	72.0	323	212
OG_002047	t2|AAJ_000156	91.6	154	13	0	18	171	1	154	1.63e-103	295	274	155
OG_002047	t2|AAJ_000155	96.1	76	3	0	178	253	1	76	6.20e-54	167	274	77
OG_002047	t2|AAJ_000169	37.9	124	71	3	6	125	9	130	6.79e-16	70.5	274	144
OG_002048	t2|AAJ_000157	94.7	475	25	0	1	475	1	475	5.65e-314	849	475	476
OG_002049	t2|AAJ_000159	95.2	188	9	0	1	188	1	188	1.73e-123	349	324	189
OG_002049	t2|AAJ_000158	93.2	118	8	0	207	324	1	118	1.78e-72	217	324	119
OG_002049	t2|AAJ_000176	32.5	212	129	9	2	207	180	383	9.06e-20	87.4	324	714
OG_002049	t2|AAJ_000177	43.8	105	55	4	2	102	453	557	2.62e-18	83.2	324	947
OG_002050	t2|AAJ_000160	96.3	352	13	0	1	352	1	352	4.43e-251	680	352	353
OG_002050	t2|AAJ_000191	23.3	326	232	10	28	345	2	317	2.10e-16	76.6	352	343
OG_002051	t2|AAJ_000161	91.3	103	9	0	132	234	1	103	5.83e-61	184	234	104
OG_002051	t2|AAJ_000162	97.3	73	2	0	1	73	1	73	2.89e-47	148	234	74
OG_002052	t2|AAJ_000163	95.9	392	16	0	1	392	1	392	7.41e-277	748	392	393
OG_002052	t2|AAJ_000183	94.6	279	15	0	114	392	1	279	1.75e-190	525	392	280
OG_002053	t2|AAJ_000164	93.6	314	20	0	580	893	1	314	3.06e-207	588	893	315
OG_002053	t2|AAJ_000165	91.0	144	13	0	361	504	1	144	4.79e-85	266	893	145
OG_002053	t2|AAJ_000167	91.0	200	18	0	1	200	1	200	1.88e-71	231	893	201
OG_002053	t2|AAJ_000166	96.4	112	4	0	228	339	1	112	2.60e-69	222	893	113
OG_002054	t2|AAJ_000169	95.1	143	7	0	1	143	1	143	2.02e-101	290	282	144
OG_002054	t2|AAJ_000168	98.6	70	1	0	213	282	1	70	3.24e-46	147	282	71
OG_002054	t2|AAJ_000156	35.5	121	72	3	22	140	2	118	2.44e-14	66.6	282	155
OG_002055	t2|AAJ_000170	97.5	157	4	0	55	211	1	157	1.94e-111	315	252	158
OG_002055	t2|AAJ_000159	33.3	189	111	6	6	184	4	187	6.36e-21	84.7	252	189
OG_002055	t2|AAJ_000176	37.0	108	66	2	6	111	182	289	4.13e-14	68.9	252	714
OG_002055	t2|AAJ_000194	22.9	210	153	6	5	208	1	207	2.26e-13	64.7	252	212
OG_002055	t2|AAJ_000177	26.7	210	147	5	6	210	455	662	2.87e-12	63.5	252	947
OG_002056	t2|AAJ_000171	95.1	432	21	0	34	465	2	433	3.61e-281	764	465	434
OG_002057	t2|AAJ_000172	94.0	433	26	0	1	433	1	433	2.49e-282	766	433	434
OG_002058	t2|AAJ_000173	94.8	268	14	0	389	656	1	268	2.25e-176	499	656	269
OG_002058	t2|AAJ_000174	94.0	201	12	0	175	375	1	201	6.05e-126	368	656	202
OG_002058	t2|AAJ_000175	97.6	167	4	0	1	167	1	167	6.64e-109	323	656	168
OG_002059	t2|AAJ_000176	94.5	713	39	0	1	713	1	713	0.0	1332	713	714
OG_002059	t2|AAJ_000177	34.9	704	391	14	5	699	298	943	2.46e-120	380	713	947
OG_002059	t2|AAJ_000159	44.3	97	51	3	180	276	2	95	1.00e-19	85.1	713	189
OG_002060	t2|AAJ_000177	95.1	946	46	0	102	1047	1	946	0.0	1789	1047	947
OG_002060	t2|AAJ_000176	34.8	696	403	12	399	1044	5	699	3.16e-116	372	1047	714
OG_002060	t2|AAJ_000178	97.4	78	2	0	1	78	1	78	2.56e-44	152	1047	80
OG_002060	t2|AAJ_000159	46.7	105	52	4	554	658	2	102	2.89e-21	90.1	1047	189
OG_002061	t2|AAJ_000180	94.0	318	19	0	1	318	1	318	2.63e-214	588	405	319
OG_002061	t2|AAJ_000179	94.7	76	4	0	330	405	1	76	1.99e-46	151	405	77
OG_002061	t2|AAJ_000131	27.5	218	144	2	44	248	319	535	1.67e-20	90.9	405	569
OG_002061	t2|AAJ_000043	24.5	277	173	7	48	307	1	258	4.29e-15	73.2	405	332
OG_002062	t2|AAJ_000181	96.3	189	7	0	1	189	1	189	1.97e-112	319	264	190
OG_002063	t2|AAJ_000182	92.9	113	8	0	1	113	1	113	2.00e-61	181	113	114
OG_002065	t2|AAJ_000184	91.4	58	5	0	26	83	1	58	1.07e-31	102	83	59
OG_002066	t2|AAJ_000185	96.5	142	5	0	249	390	49	190	1.77e-93	276	390	191
OG_002066	t2|AAJ_000163	24.3	378	277	5	10	384	6	377	2.08e-38	139	390	393
OG_002066	t2|AAJ_000183	24.6	268	194	4	119	384	3	264	5.16e-23	95.1	390	280
OG_002067	t2|AAJ_000186	95.3	127	6	0	1	127	1	127	8.72e-78	228	234	128
OG_002067	t2|AAJ_000185	93.8	48	3	0	135	182	1	48	2.95e-23	90.5	234	191
OG_002068	t2|AAJ_000187	95.3	86	4	0	36	121	1	86	1.53e-48	147	121	87
OG_002069	t2|AAJ_000188	95.4	241	11	0	1	241	1	241	1.66e-163	449	241	242
OG_002070	t2|AAJ_000190	94.5	200	11	0	1	200	1	200	2.62e-133	373	280	201
OG_002070	t2|AAJ_000189	97.2	72	2	0	209	280	1	72	8.22e-44	141	280	73
OG_002071	t2|AAJ_000191	94.7	342	18	0	1	342	1	342	2.97e-244	662	342	343
OG_002071	t2|AAJ_000150	28.6	199	119	7	1	194	1	181	3.13e-13	65.5	342	214
OG_002072	t2|AAJ_000192	93.7	190	12	0	1	190	1	190	8.57e-134	370	190	191
OG_002073	t2|AAJ_000193	94.8	250	13	0	1	250	1	250	4.43e-171	471	288	251
OG_002074	t2|AAJ_000194	91.9	211	17	0	1	211	1	211	7.06e-141	390	237	212
OG_002074	t2|AAJ_000154	35.3	119	70	3	3	116	8	124	3.72e-14	65.5	237	158
OG_002075	t2|AAJ_000195	92.6	189	14	0	87	275	1	189	8.13e-124	348	275	190
OG_002075	t2|AAJ_000196	92.3	78	6	0	1	78	1	78	9.40e-46	146	275	79
OG_002076	t2|AAJ_000197	96.2	260	10	0	1	260	1	260	3.27e-184	503	260	261
OG_002077	t2|AAJ_000198	94.0	382	23	0	1	382	1	382	1.54e-241	658	382	383
OG_002078	t2|AAJ_000199	98.2	165	3	0	138	302	3	167	1.17e-101	292	302	168
OG_002078	t2|AAJ_000200	94.4	126	7	0	1	126	1	126	4.89e-74	221	302	127
OG_002079	t2|AAJ_000201	94.5	253	14	0	1	253	1	253	9.05e-181	494	254	254
