OG_002043	t1|AAI_000118	99.0	582	6	0	22	603	1	582	0.0	1101	603	583
OG_002044	t1|AAI_000119	98.9	175	2	0	147	321	1	175	7.55e-122	345	321	180
OG_002044	t1|AAI_000120	97.9	144	3	0	1	144	1	144	4.10e-94	273	321	145
OG_002044	t1|AAI_000154	25.5	333	212	12	1	312	1	318	1.94e-20	87.8	321	343
OG_002045	t1|AAI_000121	97.6	468	11	0	1	468	1	468	1.56e-311	843	473	469
OG_002046	t1|AAI_000122	98.4	257	4	0	67	323	1	257	8.92e-184	504	323	258
OG_002046	t1|AAI_000123	95.9	49	2	0	1	49	1	49	4.05e-25	93.2	323	50
OG_002046	t1|AAI_000159	34.7	118	72	2	8	124	3	116	1.99e-14	67.0	323	142
OG_002047	t1|AAI_000124	97.6	245	6	0	18	262	1	245	4.21e-187	510	274	246
OG_002047	t1|AAI_000133	30.0	267	172	7	6	267	9	265	1.10e-21	89.4	274	283
OG_002048	t1|AAI_000125	97.5	278	7	0	198	475	2	279	1.59e-181	506	475	280
OG_002048	t1|AAI_000126	97.9	193	4	0	1	193	1	193	4.43e-128	367	475	194
OG_002049	t1|AAI_000127	98.5	324	5	0	1	324	1	324	1.05e-228	621	324	325
OG_002049	t1|AAI_000134	33.2	193	118	5	4	193	6	190	6.09e-22	90.5	324	253
OG_002049	t1|AAI_000142	47.6	105	51	4	2	102	34	138	9.12e-21	90.1	324	528
OG_002050	t1|AAI_000128	98.9	352	4	0	1	352	240	591	5.92e-256	702	352	592
OG_002050	t1|AAI_000154	22.3	332	228	11	28	345	2	317	1.02e-17	80.5	352	343
OG_002051	t1|AAI_000128	98.7	234	3	0	1	234	1	234	5.03e-164	463	234	592
OG_002052	t1|AAI_000148	98.7	392	5	0	1	392	1	392	7.22e-284	766	392	393
OG_002052	t1|AAI_000129	97.8	229	5	0	1	229	1	229	4.42e-160	446	392	230
OG_002052	t1|AAI_000130	98.1	160	3	0	233	392	1	160	1.96e-108	313	392	161
OG_002052	t1|AAI_000150	25.1	378	274	5	6	377	10	384	1.07e-41	148	392	391
OG_002053	t1|AAI_000132	98.7	598	8	0	1	598	1	598	0.0	1035	893	599
OG_002053	t1|AAI_000131	98.6	281	4	0	613	893	1	281	8.49e-195	555	893	282
OG_002054	t1|AAI_000133	98.9	282	3	0	1	282	1	282	8.93e-218	590	282	283
OG_002054	t1|AAI_000124	30.0	250	158	8	22	260	2	245	1.14e-17	77.8	282	246
OG_002055	t1|AAI_000134	98.8	252	3	0	1	252	1	252	4.15e-183	499	252	253
OG_002055	t1|AAI_000127	32.1	218	133	7	6	211	4	218	3.53e-23	93.6	252	325
OG_002055	t1|AAI_000159	30.2	106	73	1	5	110	1	105	3.25e-13	62.8	252	142
OG_002055	t1|AAI_000142	25.8	213	145	5	6	210	36	243	1.33e-12	64.3	252	528
OG_002056	t1|AAI_000135	98.1	465	9	0	1	465	1	465	1.91e-316	855	465	466
OG_002057	t1|AAI_000136	97.7	433	10	0	1	433	1	433	1.84e-300	811	433	434
OG_002058	t1|AAI_000139	97.9	282	6	0	1	282	1	282	5.13e-192	540	656	295
OG_002058	t1|AAI_000137	98.4	190	3	0	467	656	1	190	5.67e-129	375	656	191
OG_002058	t1|AAI_000138	99.3	138	1	0	285	422	2	139	2.50e-89	271	656	140
OG_002059	t1|AAI_000140	97.7	479	11	0	235	713	1	479	0.0	943	713	480
OG_002059	t1|AAI_000141	97.0	231	7	0	1	231	1	231	3.24e-156	449	713	232
