EF2200	EF2200	100.000	254	0	0	1	254	1	254	0.0	523	100
EF2200	EF2179|epaP	28.947	38	27	0	62	99	290	327	2.2	20.0	15
EF2200	EF2192|epaG	22.642	53	41	0	157	209	273	325	2.5	19.6	21
EF2200	EF2173	25.287	87	46	6	17	102	208	276	3.2	19.2	34
EF2200	EF2171	33.333	24	16	0	151	174	193	216	3.3	19.2	9
EF2200	EF2180|epaO	31.250	16	11	0	93	108	635	650	4.2	19.2	6
EF2199	EF2199	100.000	302	0	0	1	302	1	302	0.0	603	100
EF2199	EF2189|epaJ	37.500	48	26	1	122	169	61	104	0.88	20.8	16
EF2199	EF2170|epaX	50.000	14	7	0	76	89	120	133	1.6	20.8	5
EF2199	EF2167	70.000	10	3	0	285	294	232	241	4.5	19.2	3
EF2199	EF2198|epaA	29.000	100	63	5	205	301	284	378	6.0	18.9	32
EF2199	EF2190|epaI	43.750	16	9	0	89	104	205	220	6.6	18.5	5
EF2199	EF2174	38.095	21	8	1	276	296	467	482	7.1	18.9	7
EF2199	EF2196|epaC	21.154	52	41	0	16	67	77	128	8.8	18.1	17
EF2198|epaA	EF2198|epaA	100.000	378	0	0	1	378	1	378	0.0	746	100
EF2198|epaA	EF2182|epaM	40.000	20	12	0	338	357	54	73	7.7	18.9	5
EF2198|epaA	EF2199	29.000	100	63	5	284	378	205	301	7.8	18.9	25
EF2198|epaA	EF2178|epaQ	30.769	52	27	2	178	229	196	238	8.5	18.9	14
EF2198|epaA	EF2195|epaD	25.000	36	27	0	104	139	186	221	9.8	18.5	10
EF2198|epaA	EF2179|epaP	31.579	38	25	1	177	214	207	243	9.9	18.5	10
EF2197|epaB	EF2197|epaB	100.000	262	0	0	1	262	1	262	0.0	543	100
EF2197|epaB	EF2180|epaO	35.897	39	25	0	179	217	607	645	5.46e-05	34.7	15
EF2197|epaB	EF2167	29.412	102	55	7	3	93	1	96	2.2	20.0	35
EF2197|epaB	EF2173	46.154	13	7	0	227	239	103	115	2.9	19.6	5
EF2197|epaB	EF2168	26.190	42	31	0	165	206	188	229	3.8	19.2	16
EF2197|epaB	EF2196|epaC	22.000	50	37	1	175	224	152	199	4.9	18.9	19
EF2197|epaB	EF2181|epaN	24.490	49	30	1	203	251	581	622	8.2	18.5	19
EF2197|epaB	EF2171	54.545	11	5	0	196	206	70	80	8.2	18.1	4
EF2196|epaC	EF2196|epaC	100.000	275	0	0	1	275	1	275	0.0	570	100
EF2196|epaC	EF2191|epaH	43.750	16	9	0	258	273	201	216	1.0	21.2	6
EF2196|epaC	EF2191|epaH	26.923	26	19	0	22	47	237	262	4.4	19.2	9
EF2196|epaC	EF2197|epaB	22.472	89	55	4	38	119	40	121	1.3	20.8	30
EF2196|epaC	EF2197|epaB	22.000	50	37	1	152	199	175	224	5.1	18.9	17
EF2196|epaC	EF2177|epaR	50.000	14	7	0	203	216	299	312	1.6	20.4	5
EF2196|epaC	EF2192|epaG	46.154	13	7	0	28	40	22	34	3.0	19.6	5
EF2196|epaC	EF2179|epaP	26.087	23	17	0	90	112	340	362	9.7	18.1	8
EF2195|epaD	EF2195|epaD	100.000	237	0	0	1	237	1	237	0.0	492	100
EF2195|epaD	EF2167	28.405	257	143	9	3	232	8	250	8.31e-23	86.3	97
EF2195|epaD	EF2176	23.697	211	152	6	1	208	5	209	3.96e-16	66.6	88
EF2195|epaD	EF2180|epaO	31.579	133	88	3	2	131	182	314	3.95e-11	53.1	55
EF2195|epaD	EF2180|epaO	35.714	42	26	1	1	41	439	480	0.002	30.0	17
EF2195|epaD	EF2170|epaX	30.337	89	62	0	2	90	4	92	1.11e-08	45.4	38
EF2195|epaD	EF2181|epaN	30.508	118	79	3	2	116	556	673	6.18e-08	43.5	49
EF2195|epaD	EF2190|epaI	28.947	76	48	1	6	75	7	82	0.002	29.3	30
EF2195|epaD	EF2169	15.068	73	62	0	112	184	133	205	3.7	19.2	31
EF2195|epaD	EF2198|epaA	25.000	36	27	0	186	221	104	139	6.2	18.5	15
EF2195|epaD	EF2168	33.333	21	13	1	129	148	173	193	8.2	18.1	8
EF2195|epaD	EF2193|epaF	33.333	30	16	1	142	171	137	162	9.9	17.7	13
EF2194|epaE	EF2194|epaE	100.000	288	0	0	1	288	1	288	0.0	588	100
EF2194|epaE	EF2181|epaN	28.070	114	64	7	187	288	115	222	0.96	21.6	35
EF2194|epaE	EF2174	28.814	59	42	0	115	173	134	192	1.7	20.8	20
EF2194|epaE	EF2166	35.294	17	11	0	11	27	271	287	2.8	20.0	6
EF2194|epaE	EF2180|epaO	40.909	22	9	1	210	231	639	656	6.2	18.9	8
EF2194|epaE	EF2180|epaO	29.268	41	27	1	169	207	423	463	8.6	18.5	14
EF2193|epaF	EF2193|epaF	100.000	190	0	0	1	190	1	190	2.27e-146	396	100
EF2193|epaF	EF2174	26.761	71	49	2	70	138	551	620	0.040	25.0	36
EF2193|epaF	EF2176	22.222	18	14	0	130	147	114	131	7.4	17.7	9
EF2193|epaF	EF2171	36.842	19	9	1	16	31	151	169	7.9	17.7	8
EF2193|epaF	EF2195|epaD	33.333	30	16	1	137	162	142	171	8.0	17.7	14
EF2192|epaG	EF2192|epaG	100.000	342	0	0	1	342	1	342	0.0	708	100
EF2192|epaG	EF2165	25.731	342	218	12	1	327	4	324	2.97e-24	92.4	96
EF2192|epaG	EF2171	22.892	332	226	11	2	317	28	345	9.59e-19	77.0	92
EF2192|epaG	EF2167	32.353	34	23	0	297	330	72	105	0.075	25.0	10
EF2192|epaG	EF2180|epaO	21.951	41	30	1	135	175	86	124	2.1	20.8	12
EF2192|epaG	EF2200	22.642	53	41	0	273	325	157	209	3.3	19.6	15
EF2192|epaG	EF2182|epaM	26.471	34	22	1	270	300	20	53	3.5	19.6	9
EF2192|epaG	EF2196|epaC	46.154	13	7	0	22	34	28	40	3.7	19.6	4
EF2191|epaH	EF2191|epaH	100.000	299	0	0	1	299	1	299	0.0	621	100
EF2191|epaH	EF2171	21.451	317	198	12	11	282	20	330	0.017	26.9	91
EF2191|epaH	EF2165	26.506	83	45	2	16	82	2	84	0.69	21.9	22
EF2191|epaH	EF2165	30.769	39	25	1	244	282	264	300	6.5	18.9	13
EF2191|epaH	EF2196|epaC	43.750	16	9	0	201	216	258	273	1.1	21.2	5
EF2191|epaH	EF2196|epaC	26.923	26	19	0	237	262	22	47	4.8	19.2	9
EF2191|epaH	EF2181|epaN	26.471	34	25	0	90	123	607	640	3.7	19.6	11
EF2191|epaH	EF2181|epaN	36.842	19	12	0	164	182	173	191	8.1	18.5	6
EF2191|epaH	EF2177|epaR	35.000	20	13	0	33	52	178	197	5.0	19.2	7
EF2191|epaH	EF2173	20.909	110	69	5	7	111	180	276	6.7	18.9	35
EF2191|epaH	EF2174	35.294	17	11	0	74	90	224	240	7.4	18.5	6
EF2191|epaH	EF2179|epaP	27.083	48	29	1	213	260	351	392	8.4	18.5	16
EF2190|epaI	EF2190|epaI	100.000	241	0	0	1	241	1	241	0.0	496	100
EF2190|epaI	EF2167	21.429	112	77	3	5	111	9	114	0.001	29.6	44
EF2190|epaI	EF2195|epaD	28.947	76	48	1	7	82	6	75	0.002	29.3	32
EF2190|epaI	EF2170|epaX	29.412	85	48	5	2	81	3	80	0.002	29.3	33
EF2190|epaI	EF2176	27.559	127	78	6	3	124	6	123	0.005	28.1	51
EF2190|epaI	EF2164	24.390	41	29	1	6	46	545	583	1.5	20.4	17
EF2190|epaI	EF2181|epaN	41.935	31	16	1	204	234	96	124	2.6	19.6	13
EF2190|epaI	EF2199	43.750	16	9	0	205	220	89	104	5.1	18.5	7
EF2189|epaJ	EF2189|epaJ	100.000	121	0	0	1	121	1	121	2.48e-84	233	100
EF2189|epaJ	EF2199	37.500	48	26	1	61	104	122	169	0.42	20.8	36
EF2189|epaJ	EF2199	36.000	25	11	1	34	53	181	205	4.7	17.7	17
EF2189|epaJ	EF2181|epaN	40.000	15	9	0	105	119	1008	1022	1.9	18.9	12
EF2189|epaJ	EF2181|epaN	58.333	12	5	0	86	97	131	142	7.7	16.9	10
EF2189|epaJ	EF2169	38.889	18	11	0	38	55	199	216	3.9	17.7	15
EF2189|epaJ	EF2170|epaX	30.303	33	20	2	21	50	273	305	9.0	16.5	25
EF2184|epaK	EF2184|epaK	100.000	113	0	0	1	113	1	113	1.73e-75	211	100
EF2184|epaK	EF2179|epaP	61.538	13	5	0	15	27	43	55	2.7	18.1	12
EF2184|epaK	EF2171	60.000	10	4	0	70	79	119	128	6.9	16.9	9
EF2183|epaL	EF2183|epaL	100.000	264	0	0	1	264	1	264	0.0	529	100
EF2183|epaL	EF2164	45.000	20	11	0	85	104	368	387	0.60	21.9	8
EF2183|epaL	EF2173	30.435	23	16	0	25	47	271	293	3.9	19.2	9
EF2183|epaL	EF2179|epaP	27.273	44	26	1	45	88	182	219	7.6	18.5	17
EF2182|epaM	EF2182|epaM	100.000	405	0	0	1	405	1	405	0.0	836	100
EF2182|epaM	EF2169	43.478	23	12	1	211	233	437	458	0.40	23.1	6
EF2182|epaM	EF2176	24.528	106	61	4	172	275	94	182	1.6	21.2	26
EF2182|epaM	EF2168	38.462	26	13	1	321	346	206	228	2.2	20.4	6
EF2182|epaM	EF2181|epaN	53.333	15	7	0	130	144	90	104	2.7	20.4	4
EF2182|epaM	EF2180|epaO	27.500	40	26	1	92	131	338	374	3.3	20.4	10
EF2182|epaM	EF2192|epaG	26.471	34	22	1	20	53	270	300	4.2	19.6	8
EF2182|epaM	EF2170|epaX	23.684	76	47	1	48	123	77	141	7.4	18.9	19
EF2182|epaM	EF2173	50.000	14	7	0	324	337	286	299	8.1	18.9	3
EF2182|epaM	EF2198|epaA	40.000	20	12	0	54	73	338	357	8.5	18.9	5
EF2181|epaN	EF2181|epaN	100.000	1047	0	0	1	1047	1	1047	0.0	2170	100
EF2181|epaN	EF2180|epaO	36.506	704	380	14	399	1044	5	699	3.97e-135	416	62
EF2181|epaN	EF2170|epaX	47.619	105	51	4	554	658	2	102	8.14e-25	97.4	10
EF2181|epaN	EF2176	34.906	106	67	2	556	661	6	109	8.15e-15	66.6	10
EF2181|epaN	EF2176	28.571	91	47	5	810	883	4	93	0.022	28.5	7
EF2181|epaN	EF2195|epaD	30.508	118	79	3	556	673	2	116	2.73e-07	43.5	11
EF2181|epaN	EF2166	26.923	78	45	4	50	116	124	200	0.47	24.3	6
EF2181|epaN	EF2164	21.053	95	55	3	132	215	47	132	2.0	22.3	8
EF2181|epaN	EF2167	24.806	129	89	5	557	681	8	132	3.3	21.6	12
EF2181|epaN	EF2194|epaE	28.070	114	64	7	115	222	187	288	3.5	21.6	10
EF2181|epaN	EF2179|epaP	25.862	58	35	2	758	814	502	552	6.1	20.8	5
EF2181|epaN	EF2182|epaM	53.333	15	7	0	90	104	130	144	6.9	20.4	1
EF2180|epaO	EF2180|epaO	100.000	713	0	0	1	713	1	713	0.0	1485	100
EF2180|epaO	EF2181|epaN	36.506	704	380	14	5	699	399	1044	3.60e-138	424	97
EF2180|epaO	EF2170|epaX	32.258	217	133	9	180	388	2	212	3.07e-23	92.4	29
EF2180|epaO	EF2170|epaX	28.947	114	71	4	440	550	4	110	1.76e-07	44.3	16
EF2180|epaO	EF2176	36.607	112	69	2	182	293	6	115	5.06e-16	69.3	16
EF2180|epaO	EF2176	26.515	132	91	4	439	568	5	132	1.51e-10	53.1	18
EF2180|epaO	EF2195|epaD	31.579	133	88	3	182	314	2	131	1.18e-10	53.1	19
EF2180|epaO	EF2195|epaD	35.714	42	26	1	439	480	1	41	0.005	30.0	6
EF2180|epaO	EF2197|epaB	29.885	87	49	3	607	688	179	258	4.12e-05	36.6	12
EF2180|epaO	EF2167	30.928	97	64	2	179	273	4	99	0.006	29.6	13
EF2180|epaO	EF2192|epaG	21.951	41	30	1	86	124	135	175	4.8	20.4	5
EF2180|epaO	EF2174	40.000	15	9	0	639	653	306	320	4.9	20.4	2
EF2180|epaO	EF2174	25.641	39	29	0	147	185	195	233	5.7	20.4	5
EF2180|epaO	EF2182|epaM	27.500	40	26	1	338	374	92	131	5.3	20.4	5
EF2179|epaP	EF2179|epaP	100.000	656	0	0	1	656	1	656	0.0	1324	100
EF2179|epaP	EF2165	31.250	48	32	1	601	647	137	184	0.018	28.1	7
EF2179|epaP	EF2177|epaR	29.412	85	51	3	344	425	48	126	2.2	21.6	13
EF2179|epaP	EF2177|epaR	32.308	65	33	4	446	502	61	122	5.4	20.4	9
EF2179|epaP	EF2181|epaN	25.862	58	35	2	502	552	758	814	3.8	20.8	8
EF2179|epaP	EF2181|epaN	42.105	19	11	0	63	81	771	789	8.5	19.6	3
EF2179|epaP	EF2200	28.947	38	27	0	290	327	62	99	6.4	20.0	6
EF2178|epaQ	EF2178|epaQ	100.000	433	0	0	1	433	1	433	0.0	877	100
EF2178|epaQ	EF2164	26.786	56	37	1	187	242	168	219	0.49	23.1	13
EF2178|epaQ	EF2171	23.711	97	67	3	156	250	171	262	0.88	21.9	22
EF2178|epaQ	EF2169	25.000	52	36	1	211	259	45	96	1.8	21.2	11
EF2178|epaQ	EF2198|epaA	28.846	52	28	2	196	238	178	229	9.6	18.9	10
EF2177|epaR	EF2177|epaR	100.000	465	0	0	1	465	1	465	0.0	937	100
EF2177|epaR	EF2179|epaP	29.412	85	51	3	48	126	344	425	1.4	21.6	17
EF2177|epaR	EF2179|epaP	32.308	65	33	4	61	122	446	502	3.5	20.4	13
EF2177|epaR	EF2196|epaC	50.000	14	7	0	299	312	203	216	2.7	20.4	3
EF2177|epaR	EF2191|epaH	35.000	20	13	0	178	197	33	52	7.8	19.2	4
EF2176	EF2176	100.000	252	0	0	1	252	1	252	0.0	518	100
EF2176	EF2170|epaX	33.163	196	114	6	6	190	4	193	1.15e-26	97.1	73
EF2176	EF2180|epaO	36.607	112	69	2	6	115	182	293	1.71e-16	69.3	44
EF2176	EF2180|epaO	26.515	132	91	4	5	132	439	568	5.65e-11	53.1	51
EF2176	EF2195|epaD	23.697	211	152	6	5	209	1	208	4.21e-16	66.6	81
EF2176	EF2181|epaN	34.906	106	67	2	6	109	556	661	1.96e-15	66.6	41
EF2176	EF2181|epaN	28.571	91	47	5	4	93	810	883	0.005	28.5	36
EF2176	EF2167	24.427	131	96	1	6	133	7	137	1.88e-07	42.0	51
EF2176	EF2190|epaI	27.559	127	78	6	6	123	3	124	0.005	28.1	47
EF2176	EF2168	40.000	25	15	0	45	69	51	75	0.74	21.2	10
EF2176	EF2182|epaM	24.528	106	61	4	94	182	172	275	0.97	21.2	35
EF2176	EF2200	19.753	81	59	3	157	232	84	163	2.7	19.6	30
EF2176	EF2193|epaF	22.222	18	14	0	114	131	130	147	9.8	17.7	7
EF2176	EF2174	26.471	34	25	0	187	220	306	339	9.8	18.1	13
EF2174	EF2174	100.000	893	0	0	1	893	1	893	0.0	1828	100
EF2174	EF2165	44.444	18	10	0	145	162	118	135	2.3	21.9	2
EF2174	EF2194|epaE	28.814	59	42	0	134	192	115	173	5.3	20.8	7
EF2174	EF2180|epaO	40.000	15	9	0	306	320	639	653	6.0	20.8	2
EF2174	EF2180|epaO	25.641	39	29	0	195	233	147	185	7.8	20.4	4
EF2174	EF2167	30.189	53	31	2	709	756	115	166	7.6	20.0	5
EF2173	EF2173	100.000	392	0	0	1	392	1	392	0.0	816	100
EF2173	EF2197|epaB	46.154	13	7	0	103	115	227	239	4.4	19.6	3
EF2173	EF2200	25.287	87	46	6	208	276	17	102	5.0	19.2	18
EF2173	EF2183|epaL	30.435	23	16	0	271	293	25	47	5.7	19.2	6
EF2173	EF2182|epaM	50.000	14	7	0	286	299	324	337	7.9	18.9	4
EF2173	EF2191|epaH	20.909	110	69	5	180	276	7	111	8.8	18.9	25
EF2173	EF2164	26.667	30	22	0	176	205	287	316	9.7	18.5	8
EF2172	EF2172	100.000	234	0	0	1	234	1	234	4.69e-180	485	100
EF2172	EF2181|epaN	37.500	32	18	1	186	217	977	1006	1.7	20.4	14
EF2172	EF2181|epaN	29.630	27	19	0	20	46	429	455	3.0	19.6	12
EF2172	EF2177|epaR	32.353	34	22	1	1	33	21	54	6.5	18.5	14
EF2171	EF2171	100.000	352	0	0	1	352	1	352	0.0	734	100
EF2171	EF2192|epaG	22.892	332	226	11	28	345	2	317	9.87e-19	77.0	90
EF2171	EF2165	22.090	335	219	13	28	345	5	314	2.14e-07	42.4	90
EF2171	EF2191|epaH	21.451	317	198	12	20	330	11	282	0.020	26.9	88
EF2171	EF2178|epaQ	23.711	97	67	3	171	262	156	250	0.72	21.9	26
EF2171	EF2200	33.333	24	16	0	193	216	151	174	4.5	19.2	7
EF2171	EF2174	36.667	30	13	1	90	113	431	460	9.7	18.5	7
EF2170|epaX	EF2170|epaX	100.000	324	0	0	1	324	1	324	0.0	662	100
EF2170|epaX	EF2176	33.163	196	114	6	4	193	6	190	1.48e-26	97.1	59
EF2170|epaX	EF2181|epaN	47.619	105	51	4	2	102	554	658	2.52e-25	97.4	31
EF2170|epaX	EF2180|epaO	32.258	217	133	9	2	212	180	388	1.42e-23	92.0	65
EF2170|epaX	EF2180|epaO	28.947	114	71	4	4	110	440	550	8.37e-08	43.9	33
EF2170|epaX	EF2195|epaD	30.337	89	62	0	4	92	2	90	1.52e-08	45.4	27
EF2170|epaX	EF2167	25.000	92	65	1	5	92	8	99	0.002	30.0	27
EF2170|epaX	EF2190|epaI	29.412	85	48	5	3	80	2	81	0.003	29.3	24
EF2170|epaX	EF2199	50.000	14	7	0	120	133	76	89	1.7	20.8	4
EF2170|epaX	EF2182|epaM	23.684	76	47	1	77	141	48	123	5.9	18.9	20
EF2169	EF2169	100.000	467	0	0	1	467	1	467	0.0	941	100
EF2169	EF2182|epaM	43.478	23	12	1	437	458	211	233	0.46	23.1	5
EF2169	EF2178|epaQ	25.000	52	36	1	45	96	211	259	2.0	21.2	11
EF2169	EF2195|epaD	15.068	73	62	0	133	205	112	184	7.2	19.2	16
EF2168	EF2168	100.000	274	0	0	1	274	1	274	0.0	570	100
EF2168	EF2176	40.000	25	15	0	51	75	45	69	0.80	21.2	9
EF2168	EF2182|epaM	38.462	26	13	1	206	228	321	346	1.5	20.4	8
EF2168	EF2180|epaO	34.375	32	20	1	78	108	543	574	3.5	19.6	11
EF2168	EF2197|epaB	26.190	42	31	0	188	229	165	206	4.0	19.2	15
EF2168	EF2181|epaN	41.176	17	10	0	105	121	82	98	5.4	18.9	6
EF2168	EF2174	30.769	26	18	0	62	87	680	705	6.4	18.9	9
EF2168	EF2195|epaD	33.333	21	13	1	173	193	129	148	9.5	18.1	8
EF2167	EF2167	100.000	323	0	0	1	323	1	323	0.0	669	100
EF2167	EF2195|epaD	28.405	257	143	9	8	250	3	232	1.13e-22	86.3	75
EF2167	EF2176	24.427	131	96	1	7	137	6	133	2.41e-07	42.0	41
EF2167	EF2170|epaX	25.000	92	65	1	8	99	5	92	0.002	30.0	28
EF2167	EF2190|epaI	21.429	112	77	3	9	114	5	111	0.002	29.6	33
EF2167	EF2180|epaO	30.928	97	64	2	4	99	179	273	0.003	29.6	30
EF2167	EF2192|epaG	32.353	34	23	0	72	105	297	330	0.071	25.0	11
EF2167	EF2181|epaN	24.806	129	89	5	8	132	557	681	1.0	21.6	39
EF2167	EF2181|epaN	29.545	44	23	1	272	315	37	72	3.6	19.6	14
EF2167	EF2164	36.842	19	12	0	196	214	140	158	1.8	20.8	6
EF2167	EF2174	30.189	53	31	2	115	166	709	756	2.6	20.4	16
EF2167	EF2197|epaB	29.412	102	55	7	1	96	3	93	2.7	20.0	30
EF2167	EF2199	70.000	10	3	0	232	241	285	294	5.1	19.2	3
EF2166	EF2166	100.000	473	0	0	1	473	1	473	0.0	939	100
EF2166	EF2181|epaN	26.923	78	45	4	124	200	50	116	0.21	24.3	16
EF2166	EF2194|epaE	35.294	17	11	0	271	287	11	27	4.5	20.0	4
EF2165	EF2165	100.000	324	0	0	1	324	1	324	0.0	662	100
EF2165	EF2192|epaG	25.731	342	218	12	4	324	1	327	2.81e-24	92.4	99
EF2165	EF2171	22.090	335	219	13	5	314	28	345	1.97e-07	42.4	96
EF2165	EF2179|epaP	31.250	48	32	1	137	184	601	647	0.008	28.1	15
EF2165	EF2191|epaH	26.506	83	45	2	2	84	16	82	0.75	21.9	26
EF2165	EF2191|epaH	30.769	39	25	1	264	300	244	282	7.1	18.9	11
EF2165	EF2174	44.444	18	10	0	118	135	145	162	0.81	21.9	6
EF2165	EF2164	38.889	18	11	0	128	145	483	500	3.0	20.0	6
EF2164	EF2164	100.000	603	0	0	1	603	1	603	0.0	1224	100
EF2164	EF2178|epaQ	26.786	56	37	1	168	219	187	242	0.63	23.1	9
EF2164	EF2181|epaN	21.053	95	55	3	47	132	132	215	1.1	22.3	14
EF2164	EF2183|epaL	45.000	20	11	0	368	387	85	104	1.2	21.9	3
EF2164	EF2174	26.087	69	48	2	3	69	697	764	1.3	22.3	11
EF2164	EF2167	36.842	19	12	0	140	158	196	214	3.5	20.8	3
EF2164	EF2190|epaI	24.390	41	29	1	545	583	6	46	3.8	20.4	6
EF2164	EF2165	38.889	18	11	0	483	500	128	145	5.9	20.0	3
EF2164	EF2180|epaO	57.143	14	6	0	147	160	329	342	8.8	19.6	2
