Orthogroup	t5_fai-gene-cluster-1	t17_fai-gene-cluster-1
OG0000000	AAW_000189	AAO_000225, AAO_000226, AAO_000227
OG0000000	AAW_000188	AAO_000223, AAO_000224
OG0000001	AAW_000168	AAO_000203
OG0000001	AAW_000170	AAO_000238
OG0000001	AAW_000169	AAO_000204
OG0000001	AAW_000194	AAO_000237
OG0000002	AAW_000171	AAO_000205
OG0000002	AAW_000172	AAO_000206
OG0000002	AAW_000173	AAO_000207
OG0000003	AAW_000183	AAO_000215
OG0000003	AAW_000184	AAO_000216
OG0000003	AAW_000185	AAO_000217
OG0000004	AAW_000159	AAO_000188
OG0000005	AAW_000190	AAO_000231
OG0000005	AAW_000191	AAO_000233
OG0000006	AAW_000163	AAO_000198
OG0000006	AAW_000162	AAO_000197
OG0000007	AAW_000182	AAO_000213
OG0000008	AAW_000180	AAO_000211
OG0000008	AAW_000181	AAO_000212
OG0000009	AAW_000202	AAO_000245
OG0000011	AAW_000160	AAO_000194
OG0000012	AAW_000213	AAO_000258
OG0000012	AAW_000212	AAO_000257
OG0000013	AAW_000164	AAO_000199, AAO_000200
OG0000014	AAW_000208	AAO_000253
OG0000014	AAW_000207	AAO_000252
OG0000016	AAW_000195	AAO_000240
OG0000017	AAW_000203	AAO_000246, AAO_000247
OG0000018	AAW_000161	AAO_000195
OG0000019	AAW_000215	AAO_000259
OG0000020	AAW_000166	AAO_000201
OG0000021	AAW_000200, AAW_000199	AAO_000244
OG0000022	AAW_000154	AAO_000186
OG0000022	AAW_000155	AAO_000187
OG0000023	AAW_000167	AAO_000202
OG0000024	AAW_000205	AAO_000249
OG0000025	AAW_000206	AAO_000251
OG0000026	AAW_000210	AAO_000256
OG0000027	AAW_000178	AAO_000210
OG0000028	AAW_000204	AAO_000248
OG0000029	AAW_000209	AAO_000254, AAO_000255
OG0000031	AAW_000197	AAO_000242
OG0000031	AAW_000196	AAO_000241
OG0000032	AAW_000216	AAO_000260
OG0000033	AAW_000193	AAO_000236
OG0000034	AAW_000192	AAO_000235
