Orthogroup	t5_fai-gene-cluster-1	t19_fai-gene-cluster-1
OG0000000	AAW_000189	AAR_000203, AAR_000204, AAR_000205
OG0000000	AAW_000188	AAR_000202
OG0000001	AAW_000170	AAR_000187
OG0000001	AAW_000194	AAR_000214, AAR_000186
OG0000002	AAW_000171	AAR_000188
OG0000002	AAW_000173	AAR_000189
OG0000003	AAW_000183	AAR_000197
OG0000003	AAW_000184	AAR_000198
OG0000003	AAW_000185	AAR_000199
OG0000004	AAW_000157	AAR_000168
OG0000004	AAW_000159	AAR_000169
OG0000005	AAW_000190	AAR_000209
OG0000005	AAW_000191	AAR_000210
OG0000006	AAW_000163	AAR_000180
OG0000006	AAW_000162	AAR_000179
OG0000007	AAW_000182	AAR_000195
OG0000008	AAW_000181	AAR_000193
OG0000009	AAW_000202	AAR_000222
OG0000011	AAW_000160	AAR_000176
OG0000012	AAW_000212	AAR_000231
OG0000013	AAW_000164	AAR_000181, AAR_000182
OG0000014	AAW_000208	AAR_000228
OG0000014	AAW_000207	AAR_000227
OG0000016	AAW_000195	AAR_000216
OG0000017	AAW_000203	AAR_000223
OG0000018	AAW_000161	AAR_000177
OG0000019	AAW_000215	AAR_000232
OG0000020	AAW_000165	AAR_000183
OG0000020	AAW_000166	AAR_000184
OG0000021	AAW_000200, AAW_000199	AAR_000221
OG0000022	AAW_000155	AAR_000167
OG0000023	AAW_000167	AAR_000185
OG0000024	AAW_000205	AAR_000225
OG0000025	AAW_000206	AAR_000226
OG0000026	AAW_000211, AAW_000210	AAR_000230
OG0000027	AAW_000178	AAR_000192
OG0000029	AAW_000209	AAR_000229
OG0000031	AAW_000197	AAR_000218
OG0000031	AAW_000196	AAR_000217
OG0000032	AAW_000216	AAR_000233
OG0000033	AAW_000193	AAR_000213
