Orthogroup	t15_fai-gene-cluster-1	t29_fai-gene-cluster-1
OG0000000	AAQ_000191	ABE_000193
OG0000000	AAQ_000193, AAQ_000194	ABE_000194
OG0000001	AAQ_000202, AAQ_000182	ABE_000175
OG0000001	AAQ_000201, AAQ_000181	ABE_000198
OG0000002	AAQ_000183	ABE_000176
OG0000002	AAQ_000184	ABE_000177
OG0000002	AAQ_000185	ABE_000178
OG0000002	AAQ_000186	ABE_000179
OG0000003	AAQ_000190	ABE_000190, ABE_000191, ABE_000192
OG0000004	AAQ_000169	ABE_000161
OG0000004	AAQ_000170	ABE_000163
OG0000005	AAQ_000196	ABE_000195
OG0000005	AAQ_000197	ABE_000196
OG0000006	AAQ_000177	ABE_000168
OG0000006	AAQ_000176	ABE_000167
OG0000007	AAQ_000189	ABE_000189
OG0000008	AAQ_000188	ABE_000186, ABE_000187
OG0000009	AAQ_000208	ABE_000206
OG0000009	AAQ_000209	ABE_000207
OG0000010	AAQ_000172	ABE_000164
OG0000011	AAQ_000174	ABE_000165
OG0000012	AAQ_000222	ABE_000217
OG0000012	AAQ_000221	ABE_000216
OG0000013	AAQ_000178, AAQ_000179	ABE_000169
OG0000014	AAQ_000216	ABE_000213
OG0000014	AAQ_000215	ABE_000212
OG0000016	AAQ_000204	ABE_000200
OG0000016	AAQ_000203	ABE_000199
OG0000017	AAQ_000210, AAQ_000211	ABE_000208
OG0000018	AAQ_000175	ABE_000166
OG0000019	AAQ_000223	ABE_000219
OG0000020	AAQ_000180	ABE_000170
OG0000021	AAQ_000207	ABE_000205, ABE_000204
OG0000022	AAQ_000168	ABE_000160
OG0000024	AAQ_000213	ABE_000210
OG0000025	AAQ_000214	ABE_000211
OG0000026	AAQ_000218	ABE_000215
OG0000027	AAQ_000187	ABE_000184
OG0000028	AAQ_000212	ABE_000209
OG0000029	AAQ_000217	ABE_000214
OG0000031	AAQ_000205	ABE_000202
OG0000032	AAQ_000224	ABE_000220
OG0000033	AAQ_000200	ABE_000197
OG0000035	AAQ_000206	ABE_000203
