Orthogroup	t15_fai-gene-cluster-1	t4_fai-gene-cluster-1
OG0000000	AAQ_000191	ABD_000217
OG0000000	AAQ_000194	ABD_000225
OG0000000	AAQ_000195	ABD_000221
OG0000001	AAQ_000202, AAQ_000182	ABD_000199
OG0000001	AAQ_000201, AAQ_000181	ABD_000230
OG0000002	AAQ_000183	ABD_000200
OG0000002	AAQ_000186	ABD_000201, ABD_000202
OG0000003	AAQ_000190	ABD_000215, ABD_000216
OG0000004	AAQ_000169	ABD_000179
OG0000004	AAQ_000170	ABD_000181
OG0000005	AAQ_000196	ABD_000226
OG0000005	AAQ_000197	ABD_000228
OG0000006	AAQ_000177	ABD_000189
OG0000006	AAQ_000176	ABD_000187
OG0000007	AAQ_000189	ABD_000213, ABD_000211, ABD_000214
OG0000008	AAQ_000188	ABD_000209, ABD_000210
OG0000009	AAQ_000208	ABD_000240
OG0000009	AAQ_000209	ABD_000241
OG0000010	AAQ_000172	ABD_000182
OG0000011	AAQ_000174	ABD_000184
OG0000012	AAQ_000222	ABD_000253
OG0000012	AAQ_000221	ABD_000251
OG0000013	AAQ_000179	ABD_000190
OG0000014	AAQ_000216	ABD_000248
OG0000014	AAQ_000215	ABD_000247
OG0000016	AAQ_000204	ABD_000235
OG0000016	AAQ_000203	ABD_000233
OG0000017	AAQ_000211	ABD_000243
OG0000018	AAQ_000175	ABD_000186, ABD_000185
OG0000019	AAQ_000223	ABD_000254
OG0000020	AAQ_000180	ABD_000191
OG0000021	AAQ_000207	ABD_000239, ABD_000238
OG0000022	AAQ_000168	ABD_000177
OG0000024	AAQ_000213	ABD_000245
OG0000025	AAQ_000214	ABD_000246
OG0000026	AAQ_000218	ABD_000250
OG0000027	AAQ_000187	ABD_000207
OG0000028	AAQ_000212	ABD_000244
OG0000029	AAQ_000217	ABD_000249
OG0000031	AAQ_000205	ABD_000236
OG0000032	AAQ_000224	ABD_000256, ABD_000255
OG0000033	AAQ_000200	ABD_000229
OG0000035	AAQ_000206	ABD_000237
