Orthogroup	t15_fai-gene-cluster-1	t19_fai-gene-cluster-1
OG0000000	AAQ_000191	AAR_000200
OG0000000	AAQ_000194	AAR_000205
OG0000000	AAQ_000195	AAR_000207
OG0000000	AAQ_000192	AAR_000202
OG0000001	AAQ_000182	AAR_000187
OG0000001	AAQ_000201	AAR_000214
OG0000001	AAQ_000181	AAR_000186
OG0000002	AAQ_000183	AAR_000188
OG0000002	AAQ_000185	AAR_000189
OG0000002	AAQ_000186	AAR_000191
OG0000003	AAQ_000190	AAR_000197, AAR_000198, AAR_000199
OG0000004	AAQ_000169	AAR_000168
OG0000004	AAQ_000170	AAR_000169
OG0000005	AAQ_000196	AAR_000209
OG0000005	AAQ_000197	AAR_000210
OG0000006	AAQ_000177	AAR_000180
OG0000006	AAQ_000176	AAR_000179
OG0000007	AAQ_000189	AAR_000196
OG0000008	AAQ_000188	AAR_000193
OG0000009	AAQ_000209	AAR_000222
OG0000010	AAQ_000172	AAR_000171
OG0000010	AAQ_000173	AAR_000173
OG0000011	AAQ_000174	AAR_000176
OG0000012	AAQ_000221	AAR_000231
OG0000013	AAQ_000178	AAR_000181
OG0000013	AAQ_000179	AAR_000182
OG0000014	AAQ_000216	AAR_000228
OG0000014	AAQ_000215	AAR_000227
OG0000016	AAQ_000204, AAQ_000203	AAR_000216
OG0000017	AAQ_000211	AAR_000223
OG0000018	AAQ_000175	AAR_000178, AAR_000177
OG0000019	AAQ_000223	AAR_000232
OG0000020	AAQ_000180	AAR_000183
OG0000021	AAQ_000207	AAR_000221
OG0000022	AAQ_000168	AAR_000167
OG0000024	AAQ_000213	AAR_000225
OG0000025	AAQ_000214	AAR_000226
OG0000026	AAQ_000219, AAQ_000218	AAR_000230
OG0000027	AAQ_000187	AAR_000192
OG0000029	AAQ_000217	AAR_000229
OG0000030	AAQ_000171	AAR_000170
OG0000031	AAQ_000205	AAR_000218
OG0000032	AAQ_000224	AAR_000233
OG0000033	AAQ_000200	AAR_000213
OG0000034	AAQ_000198	AAR_000212
OG0000035	AAQ_000206	AAR_000220, AAR_000219
