Orthogroup	t28_fai-gene-cluster-1	t20_fai-gene-cluster-1
OG0000000	AAF_000148	AAN_000143
OG0000000	AAF_000146	AAN_000141
OG0000000	AAF_000149	AAN_000145, AAN_000144
OG0000001	AAF_000156	AAN_000134
OG0000002	AAF_000137	AAN_000135
OG0000003	AAF_000145	AAN_000140
OG0000004	AAF_000122	AAN_000122
OG0000005	AAF_000151	AAN_000146
OG0000006	AAF_000130	AAN_000130
OG0000006	AAF_000129	AAN_000129
OG0000007	AAF_000143, AAF_000144	AAN_000139
OG0000008	AAF_000142	AAN_000138
OG0000009	AAF_000162	AAN_000153
OG0000010	AAF_000126	AAN_000124
OG0000011	AAF_000127	AAN_000125, AAN_000126
OG0000012	AAF_000171	AAN_000162
OG0000013	AAF_000131	AAN_000131
OG0000014	AAF_000168	AAN_000159
OG0000015	AAF_000140	AAN_000136
OG0000016	AAF_000158	AAN_000150
OG0000017	AAF_000163	AAN_000155
OG0000018	AAF_000128	AAN_000128
OG0000019	AAF_000172, AAF_000173	AAN_000163
OG0000020	AAF_000133	AAN_000132
OG0000021	AAF_000161	AAN_000152
OG0000022	AAF_000121	AAN_000121
OG0000023	AAF_000134	AAN_000133
OG0000024	AAF_000165, AAF_000166	AAN_000157
OG0000025	AAF_000167	AAN_000158
OG0000026	AAF_000170	AAN_000161
OG0000027	AAF_000141	AAN_000137
OG0000028	AAF_000164	AAN_000156
OG0000029	AAF_000169	AAN_000160
OG0000030	AAF_000123	AAN_000123
OG0000032	AAF_000174	AAN_000164
OG0000033	AAF_000154	AAN_000147
OG0000036	AAF_000157	AAN_000149
