Orthogroup	t26_fai-gene-cluster-1	t14_fai-gene-cluster-1
OG0000000	AAM_000207	AAD_000206
OG0000000	AAM_000211	AAD_000211, AAD_000212
OG0000000	AAM_000208	AAD_000208
OG0000001	AAM_000190	AAD_000190
OG0000001	AAM_000192	AAD_000222, AAD_000192
OG0000001	AAM_000191	AAD_000191
OG0000001	AAM_000216	AAD_000221
OG0000002	AAM_000193	AAD_000193
OG0000002	AAM_000194	AAD_000194
OG0000002	AAM_000195	AAD_000195
OG0000002	AAM_000197	AAD_000197
OG0000003	AAM_000206	AAD_000204, AAD_000205
OG0000004	AAM_000178, AAM_000177	AAD_000175
OG0000004	AAM_000179	AAD_000174
OG0000005	AAM_000212	AAD_000215
OG0000005	AAM_000214	AAD_000216
OG0000006	AAM_000184	AAD_000185
OG0000006	AAM_000183	AAD_000184
OG0000007	AAM_000204	AAD_000202
OG0000007	AAM_000205	AAD_000201
OG0000008	AAM_000201	AAD_000199
OG0000008	AAM_000202, AAM_000203	AAD_000200
OG0000009	AAM_000226, AAM_000227	AAD_000230
OG0000010	AAM_000180	AAD_000179
OG0000012	AAM_000239	AAD_000240
OG0000013	AAM_000185	AAD_000187
OG0000014	AAM_000235	AAD_000237
OG0000014	AAM_000234	AAD_000236
OG0000016	AAM_000219	AAD_000225
OG0000016	AAM_000218	AAD_000224
OG0000017	AAM_000229	AAD_000231
OG0000018	AAM_000182	AAD_000183
OG0000019	AAM_000243	AAD_000241
OG0000020	AAM_000187	AAD_000188
OG0000021	AAM_000224, AAM_000223	AAD_000229
OG0000022	AAM_000176	AAD_000173
OG0000023	AAM_000188	AAD_000189
OG0000024	AAM_000232, AAM_000231	AAD_000233
OG0000025	AAM_000233	AAD_000235
OG0000026	AAM_000238	AAD_000239
OG0000027	AAM_000200	AAD_000198
OG0000028	AAM_000230	AAD_000232
OG0000029	AAM_000236, AAM_000237	AAD_000238
OG0000031	AAM_000221	AAD_000227
OG0000031	AAM_000220	AAD_000226
OG0000032	AAM_000244	AAD_000242
OG0000033	AAM_000215	AAD_000220
OG0000035	AAM_000222	AAD_000228
