Orthogroup	t9_fai-gene-cluster-1	t1_fai-gene-cluster-1
OG0000000	AAZ_000153	AAI_000140
OG0000000	AAZ_000154	AAI_000143
OG0000000	AAZ_000155	AAI_000144
OG0000001	AAZ_000160	AAI_000130
OG0000001	AAZ_000141	AAI_000148
OG0000002	AAZ_000142	AAI_000131
OG0000002	AAZ_000143, AAZ_000145, AAZ_000144	AAI_000132
OG0000003	AAZ_000152	AAI_000137
OG0000004	AAZ_000126	AAI_000118
OG0000005	AAZ_000157	AAI_000145
OG0000006	AAZ_000134	AAI_000126
OG0000006	AAZ_000133	AAI_000125
OG0000007	AAZ_000151, AAZ_000150	AAI_000136
OG0000008	AAZ_000149	AAI_000135
OG0000009	AAZ_000168	AAI_000152, AAI_000153
OG0000010	AAZ_000130	AAI_000121
OG0000011	AAZ_000131	AAI_000122
OG0000012	AAZ_000177	AAI_000163
OG0000013	AAZ_000135	AAI_000127
OG0000014	AAZ_000174	AAI_000160
OG0000015	AAZ_000147	AAI_000133
OG0000017	AAZ_000169	AAI_000154
OG0000018	AAZ_000132	AAI_000124
OG0000019	AAZ_000178, AAZ_000179	AAI_000164
OG0000020	AAZ_000137	AAI_000128
OG0000021	AAZ_000167	AAI_000151
OG0000022	AAZ_000125	AAI_000117
OG0000024	AAZ_000171	AAI_000157
OG0000025	AAZ_000173	AAI_000158
OG0000026	AAZ_000176	AAI_000162
OG0000027	AAZ_000148	AAI_000134
OG0000028	AAZ_000170	AAI_000156, AAI_000155
OG0000029	AAZ_000175	AAI_000161
OG0000030	AAZ_000127	AAI_000119
OG0000032	AAZ_000180	AAI_000165
OG0000033	AAZ_000159	AAI_000147
OG0000034	AAZ_000158	AAI_000146
OG0000036	AAZ_000161	AAI_000149
