Orthogroup	t6_fai-gene-cluster-1	t18_fai-gene-cluster-1
OG0000000	AAX_000159	AAY_000158
OG0000000	AAX_000158	AAY_000157
OG0000000	AAX_000161, AAX_000160	AAY_000159
OG0000001	AAX_000148	AAY_000141
OG0000002	AAX_000150	AAY_000144
OG0000002	AAX_000149	AAY_000142
OG0000003	AAX_000156	AAY_000154
OG0000003	AAX_000157	AAY_000156
OG0000004	AAX_000132	AAY_000128
OG0000004	AAX_000131	AAY_000127
OG0000004	AAX_000130	AAY_000126
OG0000005	AAX_000162	AAY_000160
OG0000006	AAX_000142	AAY_000135
OG0000007	AAX_000155	AAY_000151, AAY_000152, AAY_000153
OG0000008	AAX_000154	AAY_000148, AAY_000150
OG0000009	AAX_000171	AAY_000169
OG0000009	AAX_000172	AAY_000171
OG0000010	AAX_000136	AAY_000132
OG0000010	AAX_000135	AAY_000131
OG0000011	AAX_000137	AAY_000133
OG0000012	AAX_000182, AAX_000183	AAY_000179
OG0000013	AAX_000144	AAY_000137
OG0000013	AAX_000143	AAY_000136
OG0000014	AAX_000179, AAX_000178	AAY_000176
OG0000015	AAX_000152	AAY_000146
OG0000015	AAX_000151	AAY_000145
OG0000016	AAX_000167	AAY_000165
OG0000017	AAX_000173	AAY_000172
OG0000018	AAX_000139	AAY_000134
OG0000019	AAX_000184	AAY_000180
OG0000020	AAX_000145	AAY_000138
OG0000021	AAX_000170	AAY_000168
OG0000022	AAX_000129	AAY_000125
OG0000023	AAX_000147	AAY_000140
OG0000023	AAX_000146	AAY_000139
OG0000024	AAX_000176	AAY_000174
OG0000026	AAX_000181	AAY_000178
OG0000027	AAX_000153	AAY_000147
OG0000028	AAX_000175, AAX_000174	AAY_000173
OG0000029	AAX_000180	AAY_000177
OG0000030	AAX_000133	AAY_000129
OG0000030	AAX_000134	AAY_000130
OG0000031	AAX_000168	AAY_000166
OG0000032	AAX_000185	AAY_000181
OG0000033	AAX_000164	AAY_000162
OG0000034	AAX_000163	AAY_000161
OG0000035	AAX_000169	AAY_000167
OG0000036	AAX_000166	AAY_000164
