Orthogroup	t7_fai-gene-cluster-1	t10_fai-gene-cluster-1
OG0000000	AAC_000160	ABB_000170
OG0000001	AAC_000167	ABB_000158
OG0000001	AAC_000147	ABB_000159
OG0000001	AAC_000148	ABB_000180
OG0000002	AAC_000151	ABB_000162
OG0000002	AAC_000149	ABB_000160
OG0000003	AAC_000157, AAC_000159, AAC_000158	ABB_000169
OG0000004	AAC_000134	ABB_000144
OG0000004	AAC_000133	ABB_000143
OG0000005	AAC_000164	ABB_000176, ABB_000177
OG0000006	AAC_000143	ABB_000153
OG0000007	AAC_000156	ABB_000167, ABB_000168
OG0000008	AAC_000155	ABB_000166
OG0000009	AAC_000172	ABB_000185
OG0000009	AAC_000173	ABB_000186
OG0000010	AAC_000137	ABB_000148, ABB_000149
OG0000010	AAC_000136	ABB_000147
OG0000011	AAC_000139	ABB_000150
OG0000012	AAC_000181	ABB_000199, ABB_000200
OG0000012	AAC_000182	ABB_000201
OG0000013	AAC_000144	ABB_000155, ABB_000154
OG0000014	AAC_000178	ABB_000195, ABB_000194
OG0000015	AAC_000153	ABB_000164
OG0000015	AAC_000152	ABB_000163
OG0000017	AAC_000174	ABB_000187, ABB_000188, ABB_000189
OG0000018	AAC_000140	ABB_000151
OG0000018	AAC_000141	ABB_000152
OG0000019	AAC_000183	ABB_000202
OG0000020	AAC_000145	ABB_000156
OG0000021	AAC_000171	ABB_000184
OG0000023	AAC_000146	ABB_000157
OG0000024	AAC_000176	ABB_000191, ABB_000192
OG0000025	AAC_000177	ABB_000193
OG0000026	AAC_000180	ABB_000198, ABB_000197
OG0000027	AAC_000154	ABB_000165
OG0000028	AAC_000175	ABB_000190
OG0000029	AAC_000179	ABB_000196
OG0000030	AAC_000135	ABB_000145, ABB_000146
OG0000032	AAC_000184	ABB_000203
OG0000033	AAC_000166	ABB_000179
