Orthogroup	t17_fai-gene-cluster-1	t21_fai-gene-cluster-1
OG0000000	AAO_000218	AAS_000184
OG0000000	AAO_000225, AAO_000226, AAO_000227	AAS_000186
OG0000000	AAO_000229	AAS_000187
OG0000000	AAO_000223, AAO_000224	AAS_000185
OG0000001	AAO_000203	AAS_000165
OG0000001	AAO_000238	AAS_000167
OG0000001	AAO_000204	AAS_000166
OG0000001	AAO_000237	AAS_000193
OG0000002	AAO_000205	AAS_000168
OG0000002	AAO_000207	AAS_000169
OG0000002	AAO_000209	AAS_000172
OG0000003	AAO_000215	AAS_000181
OG0000003	AAO_000216	AAS_000182
OG0000003	AAO_000217	AAS_000183
OG0000004	AAO_000188	AAS_000152
OG0000005	AAO_000231	AAS_000189
OG0000005	AAO_000233	AAS_000190
OG0000006	AAO_000198	AAS_000160
OG0000006	AAO_000197	AAS_000159
OG0000007	AAO_000214, AAO_000213	AAS_000180
OG0000008	AAO_000211	AAS_000177
OG0000008	AAO_000212	AAS_000178, AAS_000179
OG0000009	AAO_000245	AAS_000199
OG0000010	AAO_000191	AAS_000155
OG0000011	AAO_000194	AAS_000157
OG0000011	AAO_000192	AAS_000156
OG0000012	AAO_000257	AAS_000207
OG0000013	AAO_000199	AAS_000161
OG0000013	AAO_000200	AAS_000162
OG0000014	AAO_000253	AAS_000204
OG0000014	AAO_000252	AAS_000203
OG0000016	AAO_000240	AAS_000195
OG0000017	AAO_000247	AAS_000200
OG0000018	AAO_000196, AAO_000195	AAS_000158
OG0000019	AAO_000259	AAS_000208
OG0000021	AAO_000244	AAS_000196, AAS_000197
OG0000022	AAO_000187	AAS_000149
OG0000023	AAO_000202	AAS_000164
OG0000024	AAO_000249	AAS_000201
OG0000025	AAO_000251	AAS_000202
OG0000026	AAO_000256	AAS_000206
OG0000027	AAO_000210	AAS_000174
OG0000029	AAO_000254	AAS_000205
OG0000032	AAO_000260	AAS_000209
OG0000033	AAO_000236	AAS_000192
OG0000034	AAO_000235	AAS_000191
