Orthogroup	t28_fai-gene-cluster-1	t18_fai-gene-cluster-1
OG0000000	AAF_000146	AAY_000157
OG0000000	AAF_000148	AAY_000158
OG0000000	AAF_000149	AAY_000159
OG0000001	AAF_000155, AAF_000135	AAY_000141
OG0000002	AAF_000136	AAY_000142
OG0000002	AAF_000137	AAY_000144
OG0000003	AAF_000145	AAY_000154
OG0000004	AAF_000122	AAY_000127, AAY_000126
OG0000005	AAF_000151, AAF_000152	AAY_000160
OG0000006	AAF_000130	AAY_000135
OG0000007	AAF_000144	AAY_000153
OG0000007	AAF_000143	AAY_000151
OG0000008	AAF_000142	AAY_000150
OG0000009	AAF_000162	AAY_000170, AAY_000169
OG0000010	AAF_000124	AAY_000131
OG0000010	AAF_000126	AAY_000132
OG0000011	AAF_000127	AAY_000133
OG0000012	AAF_000171	AAY_000179
OG0000013	AAF_000131	AAY_000136
OG0000013	AAF_000132	AAY_000137
OG0000014	AAF_000168	AAY_000176
OG0000015	AAF_000139	AAY_000145
OG0000015	AAF_000140	AAY_000146
OG0000016	AAF_000158	AAY_000165
OG0000017	AAF_000163	AAY_000172
OG0000018	AAF_000128	AAY_000134
OG0000019	AAF_000172, AAF_000173	AAY_000180
OG0000020	AAF_000133	AAY_000138
OG0000021	AAF_000161	AAY_000168
OG0000022	AAF_000121	AAY_000125
OG0000023	AAF_000134	AAY_000139, AAY_000140
OG0000024	AAF_000165	AAY_000174
OG0000025	AAF_000167	AAY_000175
OG0000026	AAF_000170	AAY_000178
OG0000027	AAF_000141	AAY_000147
OG0000028	AAF_000164	AAY_000173
OG0000029	AAF_000169	AAY_000177
OG0000030	AAF_000123	AAY_000129
OG0000032	AAF_000174	AAY_000181
OG0000033	AAF_000154	AAY_000162
OG0000034	AAF_000153	AAY_000161
OG0000035	AAF_000160	AAY_000167
OG0000036	AAF_000157	AAY_000164
