OG_153	VIMSS356333	100	42	0	0	6	47	339	380	1.18e-21	89.0
OG_153	WP_002364384.1	97.6	42	1	0	6	47	339	380	7.66e-21	86.7
OG_153	WP_058463750.1	64.3	42	15	0	6	47	293	334	1.04e-12	63.5
OG_153	VIMSS1206030	57.1	42	18	0	6	47	397	438	1.38e-09	54.7
OG_153	VIMSS334087	54.8	42	19	0	6	47	1184	1225	1.38e-09	54.7
OG_153	VIMSS6365506	55.6	45	20	0	3	47	332	376	2.58e-09	53.9
OG_153	WP_015087877.1	54.8	42	19	0	6	47	382	423	2.59e-09	53.9
OG_153	VIMSS10133934	51.2	41	20	0	6	46	525	565	1.69e-08	51.6
OG_153	WP_060708698.1	52.4	42	20	0	6	47	312	353	3.17e-08	50.8
OG_153	WP_095597216.1	52.4	42	20	0	6	47	432	473	3.17e-08	50.8
OG_153	WP_057107652.1	54.8	42	19	0	6	47	432	473	5.94e-08	50.1
OG_121	VIMSS356315	90.7	43	4	0	3	45	165	207	1.18e-19	82.0
OG_121	VIMSS1867980	51.2	43	20	1	3	45	167	208	1.90e-04	40.0
OG_112	VIMSS356333	95.2	230	11	0	1	230	1	230	2.61e-148	433
OG_112	WP_002364384.1	94.8	230	12	0	1	230	1	230	3.70e-148	432
OG_112	WP_002356902.1	33.3	225	130	5	5	229	399	603	4.23e-27	112
OG_112	VIMSS356334	33.3	225	130	5	5	229	399	603	4.23e-27	112
OG_112	WP_058463750.1	46.2	93	42	2	146	230	92	184	1.88e-17	84.7
OG_112	WP_149113283.1	42.9	77	42	1	147	221	155	231	1.39e-13	73.6
OG_112	WP_060708698.1	45.0	80	41	2	153	229	123	202	2.87e-11	66.6
OG_112	VIMSS6365506	40.5	79	44	1	154	229	147	225	7.13e-11	65.5
OG_112	VIMSS334087	36.8	95	57	1	138	229	980	1074	2.70e-10	63.9
OG_112	WP_015452749.1	39.3	61	37	0	169	229	56	116	5.60e-10	62.8
OG_112	WP_227028673.1	29.5	146	83	5	102	229	117	260	9.44e-08	56.2
OG_112	VIMSS47013	52.3	44	20	1	181	224	3	45	1.34e-07	55.5
OG_112	VIMSS10133934	52.0	50	24	0	180	229	366	415	1.77e-07	55.5
OG_112	VIMSS10456681	57.8	45	18	1	180	224	2	45	5.40e-07	53.5
OG_112	VIMSS47015	51.2	43	20	1	182	224	4	45	5.95e-07	53.5
OG_112	Q832Q0	60.0	45	17	1	180	224	2	45	7.05e-07	53.1
OG_112	WP_024271667.1	53.3	45	20	1	182	226	6	49	8.99e-07	49.7
OG_112	WP_002356915.1	56.8	44	18	1	181	224	3	45	9.56e-07	52.8
OG_112	VIMSS7623788	54.5	44	19	1	181	224	3	45	1.31e-06	52.4
OG_112	F8V3X0	54.5	44	19	1	181	224	3	45	1.31e-06	52.4
OG_112	VIMSS157314	43.1	51	28	1	178	228	1	50	1.74e-06	52.0
OG_112	VIMSS2127793	53.3	45	20	1	180	224	2	45	1.83e-06	50.8
