Orthogroup	t24_fai-gene-cluster-1	t25_fai-gene-cluster-1
OG0000000	AAH_000151	AAG_000158
OG0000000	AAH_000152	AAG_000159
OG0000000	AAH_000155	AAG_000162
OG0000001	AAH_000141	AAG_000167
OG0000001	AAH_000161	AAG_000146, AAG_000147
OG0000002	AAH_000143	AAG_000150
OG0000002	AAH_000142	AAG_000148
OG0000003	AAH_000150	AAG_000155
OG0000004	AAH_000128	AAG_000132
OG0000005	AAH_000156, AAH_000157, AAH_000158	AAG_000163
OG0000006	AAH_000136	AAG_000142
OG0000006	AAH_000135	AAG_000141
OG0000007	AAH_000148, AAH_000149	AAG_000154
OG0000008	AAH_000147	AAG_000153
OG0000009	AAH_000168	AAG_000172
OG0000010	AAH_000132	AAG_000136
OG0000010	AAH_000130	AAG_000135
OG0000011	AAH_000133	AAG_000137
OG0000012	AAH_000177	AAG_000182, AAG_000183
OG0000013	AAH_000138, AAH_000137	AAG_000143
OG0000014	AAH_000174	AAG_000178
OG0000015	AAH_000145, AAH_000144	AAG_000151
OG0000016	AAH_000163	AAG_000169
OG0000016	AAH_000164	AAG_000170
OG0000017	AAH_000169	AAG_000174
OG0000018	AAH_000134	AAG_000139
OG0000019	AAH_000178, AAH_000179	AAG_000184
OG0000020	AAH_000139	AAG_000144
OG0000021	AAH_000167	AAG_000171
OG0000022	AAH_000127, AAH_000126	AAG_000131
OG0000023	AAH_000140	AAG_000145
OG0000024	AAH_000171, AAH_000172	AAG_000176
OG0000025	AAH_000173	AAG_000177
OG0000026	AAH_000176	AAG_000180
OG0000027	AAH_000146	AAG_000152
OG0000028	AAH_000170	AAG_000175
OG0000029	AAH_000175	AAG_000179
OG0000030	AAH_000129	AAG_000134
OG0000032	AAH_000180	AAG_000185
OG0000033	AAH_000160	AAG_000166
OG0000034	AAH_000159	AAG_000165
OG0000036	AAH_000162	AAG_000168
