Ortholog Group (OG) ID	OG is Single Copy?	Proportion of Total Gene Clusters with OG	OG Median Length (bp)	OG Consensus Order	OG Consensus Direction	Tajima's D	Proportion of Filtered Codon Alignment is Segregating Sites	Entropy	Upstream Region Entropy	Median Beta-RD-gc	Max Beta-RD-gc	Proportion of sites which are highly ambiguous in codon alignment	Proportion of sites which are highly ambiguous in trimmed codon alignment	Median GC	Median GC Skew	GARD Partitions Based on Recombination Breakpoints	Number of Sites Identified as Under Positive or Negative Selection by FUBAR	Average delta(Beta, Alpha) by FUBAR across sites	Proportion of Sites Under Selection which are Positive	Custom Annotation (E-value)	KO Annotation (E-value)	PGAP Annotation (E-value)	PaperBLAST Annotation (E-value)	CARD Annotation (E-value)	IS Finder (E-value)	MI-BiG Annotation (E-value)	VOG Annotation (E-value)	VFDB Annotation (E-value)	Pfam Domains
OG_1	True	0.466666666666667	1812	20	"-"	2.10410339395081	0.681514476614699	0.303932326605482	0.210630740363111	0.552751976058176	1.00336761215957	0.262725779967159	0	0.300220750551876	-0.170909090909091	NA	232	-2.86595443113871	0.0129310344827586	EF2164 (0.0)	NA	NA	VIMSS356317 (0.0)	NA	NA	NA	NA	NA	Family of unknown function (DUF6056)
OG_46	True	1	951	23	"-"	0.165203687909995	0.136075949367089	0.0346731125898635	0.523499882392837	0.986945646174936	1.0036231884058	0.0395136778115502	0	0.370136698212408	-0.0965909090909091	NA	66	-2.12151103765727	0.106060606060606	EF2165 (8.83e-227)	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase [EC:5.1.3.7 5.1.3.-] (2.455417811925388E-90)	UDP-glucose 4-epimerase GalE (1.6448756677296675E-54)	WP_002356922.1 (4.39E-223)	NA	NA	BGC0001947|c1|6292-7332|+|AWL83831.1|Gne2|AWL83831.1 (8.77E-55)	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7[Xh] (9.880926441678829E-78)	VFG047149(gb|WP_003029668) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4]; VFG047144(gb|WP_010030803) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. holarctica FTNF002-00]; VFG047147(gb|WP_003027881) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. mediasiatica FSC147] (1.51E-60)	3-beta hydroxysteroid dehydrogenase/isomerase family; NAD dependent epimerase/dehydratase family; GDP-mannose 4,6 dehydratase; Male sterility protein; Polysaccharide biosynthesis protein; RmlD substrate binding domain
OG_47	True	0.386666666666667	1422	31	"-"	1.01681246096249	0.0634249471458774	0.0221630169514029	0.272283298769649	0.996963459877113	1.00585031949151	0	0	0.313642756680731	-0.219512195121951	NA	41	-3.39551550316359	0	EF2166 (0.0)	NA	NA	VIMSS356319 (0.0)	NA	NA	NA	NA	VFG016373(gb|WP_001108298) (BC_RS26255) oligosaccharide flippase family protein [Polysaccharide capsule (VF0659) - Immune modulation (VFC0258)] [Bacillus cereus ATCC 14579] (3.92E-114)	NA
OG_48	True	0.293333333333333	972	33	"-"	1.6990103535744	0.0691434468524252	0.0277968125368256	0.0162255624891827	0.990343381838752	1.00389485398057	0	0	0.308641975308642	-0.22	NA	20	-2.91747443988176	0.05	EF2167 (4.87e-237)	rhamnosyltransferase (2.0447042272819228E-27)	poly-beta-1,6-N-acetyl-D-glucosamine synthase (3.923280238637778E-8)	VIMSS356320 (1.33E-232)	NA	NA	BGC0000796|c1|21678-22622|+|ADG29298.1|putative_rhamnosyltransferase|ADG29298.1 (2.30E-12)	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP[Xh] (7.874769587907527E-13)	VFG006055(gb|WP_002902064) (SSA_RS10860) glycosyltransferase family 2 protein [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus sanguinis SK36] (3.51E-22)	Glycosyl transferase family 2
OG_49	True	0.453333333333333	825	34	"-"	2.34768549782424	0.575425790754258	0.254517636064882	0.40921423782856	0.553423460470854	1.00444299034844	0.0283687943262411	0	0.312727272727273	-0.159533073929961	NA	78	-3.87760328027222	0.0128205128205128	EF2168 (6.3e-172)	lipopolysaccharide cholinephosphotransferase [EC:2.7.8.-] (8.870852462129674E-72)	NA	VIMSS356321 (1.72E-167)	NA	NA	NA	NA	VFG013464(gb|WP_011609611) (licD) phosphocholine transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus somnus 129PT] (7.60E-43)	LicD family
OG_50	True	0.853333333333333	1416	37	"-"	4.63684490482601	0.807174887892377	0.465185634571078	0.517573509235758	0.361864622010114	1.00491447728106	0.10261569416499	0	0.294071159537261	-0.169549160263096	NA	217	-2.83766233426672	0	EF2169 (2.31e-120)	O-antigen ligase [EC:2.4.99.26] (2.1058078974733544E-39)	oligosaccharide repeat unit polymerase (1.7378624669491435E-10)	VIMSS356322 (6.29E-116)	NA	NA	NA	NA	NA	O-Antigen ligase
OG_51	True	1	978	44	"-"	3.74365060960636	0.781970649895178	0.399568552171615	0.331178762554731	0.533123903515569	1.00585031949151	0.056379821958457	0	0.302564102564102	-0.224489795918367	NA	161	-3.3473607680428	0	EF2170|epaX (2.35e-143)	teichoic acid N-acetylgalactosaminyltransferase [EC:2.4.1.-] (1.1324561679686113E-112)	glycosyltransferase (1.5754368513301693E-38)	Q832Q0 (6.40E-139)	NA	NA	BGC0000745|c1|3612-4580|+|AAL56372.1|CpsI|AAL56372.1; BGC0000741|c1|3612-4580|+|AAL57076.1|CpsI|AAL57076.1; BGC0000744|c1|3612-4580|+|AAL56365.1|CpsI|AAL56365.1 (3.89E-44)	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP[Xh] (4.086022925012363E-36)	VFG005926(gb|WP_011227240) (STR_RS05220) glycosyltransferase family 2 protein [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus thermophilus CNRZ1066]; VFG046740(gb|WP_013922877) (F7308_RS05565) glycosyltransferase family 2 protein [Capsule (VF0543) - Immune modulation (VFC0258)] [Francisella sp. TX077308] (1.67E-45)	Glycosyl transferase family 2; Glycosyltransferase like family 2; Glycosyltransferase like family 2
OG_53	True	0.786666666666667	1059	49	"-"	0.924687559350429	0.398280802292264	0.12696803457377	0.133401829977495	0.993453113079761	1.0047577211597	0.0251396648044693	0	0.365439093484419	-0.147286821705426	NA	62	-2.83197567749857	0.0806451612903226	EF2171 (1.54e-250)	UDP-glucuronate decarboxylase [EC:4.1.1.35] (7.642449457994947E-67)	dTDP-glucose 4,6-dehydratase (1.4121785568295012E-32)	WP_002378507.1 (1.03E-246)	NA	NA	BGC0001438|c1|18997-19995|-|B9W61_07245|dTDP-glucose_4,6-dehydratase|OWA25237.1; BGC0000238|c1|49875-50855|-|ABX71131.1|Lct48|ABX71131.1 (6.08E-21)	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7[Xh] (9.341134015123055E-40)	VFG013369(gb|WP_011272256) (rffG) dTDP-glucose 46-dehydratase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae 86-028NP] (2.24E-26)	3-beta hydroxysteroid dehydrogenase/isomerase family; NAD dependent epimerase/dehydratase family; GDP-mannose 4,6 dehydratase; Male sterility protein; Polysaccharide biosynthesis protein
OG_54	True	0.786666666666667	705	50	"-"	0.126673764389395	0.101573676680973	0.0269613330969657	0.0884431375719229	0.998527414139229	1.00913232596013	0.00427350427350427	0	0.343262411347518	-0.125	NA	22	-3.00852726230899	0	EF2172 (5.91e-173)	D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40] (1.727718356398158E-67)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (9.387726232857052E-46)	VIMSS356325 (1.61E-168)	NA	NA	BGC0000806|c1|48922-49656|+|AHL24486.1|2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase|AHL24486.1 (8.63E-21)	sp|P55257|RMLA_YEREN Glucose-1-phosphate thymidylyltransferase[Xh] (2.5066354813694508E-11)	VFG000688(gb|AAP42181) (bcs1') Bcs1' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007] (1.86E-21)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase; MobA-like NTP transferase domain
OG_55	False	0.64	2682	57	"-"	NA	NA	NA	NA	NA	NA	0.45088868101029	0.0755905511811024	0.357196122296793	-0.117043121149897	NA	NA	NA	NA	EF2174|OG1RF_0163 (0.0)	lysozyme (8.199471202222422E-37)	NA	VIMSS356327 (0.0)	NA	NA	NA	REFSEQ endolysin[Xu] (2.5947302607417384E-14)	NA	Domain of unknown function (DUF5776); Glycosyl hydrolases family 25
