Ortholog Group (OG) ID	OG is Single Copy?	Proportion of Total Gene Clusters with OG	OG Median Length (bp)	OG Consensus Order	OG Consensus Direction	Tajima's D	Proportion of Filtered Codon Alignment is Segregating Sites	Entropy	Upstream Region Entropy	Median Beta-RD-gc	Max Beta-RD-gc	Proportion of sites which are highly ambiguous in codon alignment	Proportion of sites which are highly ambiguous in trimmed codon alignment	Median GC	Median GC Skew	GARD Partitions Based on Recombination Breakpoints	Number of Sites Identified as Under Positive or Negative Selection by FUBAR	Average delta(Beta, Alpha) by FUBAR across sites	Proportion of Sites Under Selection which are Positive	Custom Annotation (E-value)	KO Annotation (E-value)	PGAP Annotation (E-value)	PaperBLAST Annotation (E-value)	CARD Annotation (E-value)	IS Finder (E-value)	MI-BiG Annotation (E-value)	VOG Annotation (E-value)	VFDB Annotation (E-value)	Pfam Domains
OG_2	True	0.434782608695652	1812	186	"+"	0.902299461263081	0.782375478927203	0.324633095764885	0.517402766590172	0.439369423344574	1.00166595744172	0.439297124600639	0.193103448275862	0.298171449595291	-0.169007399134441	NA	250	-3.14582104674009	0.004	EF2164 (6.77e-237)	NA	NA	VIMSS356317 (1.84E-232)	NA	NA	NA	NA	NA	Family of unknown function (DUF6056)
OG_46	True	1	951	181	"+"	0.0353964708615876	0.129746835443038	0.03482086737474	0.598979370788128	0.985236609393522	1.0045045045045	0.0395136778115502	0	0.371188222923239	-0.0958577652569856	NA	69	-2.19481858122642	0.0869565217391304	EF2165 (4.37e-227)	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine 4-epimerase [EC:5.1.3.7 5.1.3.-] (2.494128276426754E-90)	UDP-glucose 4-epimerase GalE (1.6458253409340202E-54)	WP_002383748.1 (1.19E-222)	NA	NA	BGC0001947|c1|6292-7332|+|AWL83831.1|Gne2|AWL83831.1 (8.77E-55)	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7[Xh] (2.5519515343178957E-77)	VFG047144(gb|WP_010030803) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. holarctica FTNF002-00]; VFG047149(gb|WP_003029668) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. tularensis SCHU S4]; VFG047147(gb|WP_003027881) (wbtF) NAD dependent epimerase [LPS (VF0542) - Immune modulation (VFC0258)] [Francisella tularensis subsp. mediasiatica FSC147] (1.51E-60)	3-beta hydroxysteroid dehydrogenase/isomerase family; NAD dependent epimerase/dehydratase family; GDP-mannose 4,6 dehydratase; Male sterility protein; Polysaccharide biosynthesis protein; RmlD substrate binding domain
OG_47	True	0.304347826086956	1422	176	"+"	1.68388158816939	0.0563777307963355	0.0239987257854003	0.232042495701941	0.992217605155676	1.00529100529101	0	0	0.312939521800281	-0.222347066167291	NA	39	-3.76244893900727	0	EF2166 (0.0)	NA	NA	VIMSS356319 (0.0)	NA	NA	NA	NA	VFG016373(gb|WP_001108298) (BC_RS26255) oligosaccharide flippase family protein [Polysaccharide capsule (VF0659) - Immune modulation (VFC0258)] [Bacillus cereus ATCC 14579] (8.80E-113)	NA
OG_48	True	0.152173913043478	972	175	"+"	0.725719857093234	0.0608875128998968	0.0256045153217544	0	0.991311839544934	1.00364309563953	0	0	0.308641975308642	-0.221843003412969	NA	24	-3.34283383163916	0.166666666666667	EF2167 (4.87e-237)	rhamnosyltransferase (1.9739349957896413E-27)	poly-beta-1,6-N-acetyl-D-glucosamine synthase (3.9890863718243105E-8)	VIMSS356320 (1.33E-232)	NA	NA	BGC0000796|c1|21678-22622|+|ADG29298.1|putative_rhamnosyltransferase|ADG29298.1 (2.30E-12)	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP[Xh] (4.1420615080344704E-13)	VFG006055(gb|WP_002902064) (SSA_RS10860) glycosyltransferase family 2 protein [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus sanguinis SK36] (3.51E-22)	Glycosyl transferase family 2
OG_49	True	0.391304347826087	825	173	"+"	3.06643899233711	0.576642335766423	0.299288027391559	0.413049516141898	0.548853032539021	1.00429184549356	0.0283687943262411	0	0.312727272727273	-0.155038759689923	NA	75	-2.83351162932217	0	EF2168 (5.39e-143)	lipopolysaccharide cholinephosphotransferase [EC:2.7.8.-] (2.363414179423872E-70)	NA	VIMSS356321 (1.47E-138)	NA	NA	NA	NA	VFG013178(gb|WP_012341378) (licD) phosphocholine transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus somnus 2336]; VFG013464(gb|WP_011609611) (licD) phosphocholine transferase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus somnus 129PT] (8.96E-37)	LicD family
OG_50	True	0.804347826086956	1395	172	"+"	4.03268924628161	0.804494382022472	0.472403599160828	0.591689929991219	0.366543222395822	1.00429184549356	0.104627766599598	0	0.29004329004329	-0.167816091954023	NA	214	-3.05344769132262	0	EF2169 (1.11e-93)	O-antigen ligase [EC:2.4.99.26] (3.585593258442983E-39)	oligosaccharide repeat unit polymerase (3.619986839851346E-12)	WP_002391475.1 (2.43E-114)	NA	NA	NA	NA	NA	O-antigen ligase like membrane protein; O-Antigen ligase
OG_51	True	1	981	157	"+"	3.40869268336918	0.783699059561129	0.410156279020702	0.414945115519602	0.528562031977333	1.00455613664296	0.0534124629080119	0	0.306238532110092	-0.224285031738448	NA	169	-3.14392866739491	0.00591715976331361	EF2170|epaX (1.31e-135)	teichoic acid N-acetylgalactosaminyltransferase [EC:2.4.1.-] (1.1959376323771647E-113)	glycosyltransferase (9.711358958288742E-39)	Q832Q0 (3.57E-131)	NA	NA	BGC0000745|c1|3612-4580|+|AAL56372.1|CpsI|AAL56372.1; BGC0000744|c1|3612-4580|+|AAL56365.1|CpsI|AAL56365.1; BGC0000741|c1|3612-4580|+|AAL57076.1|CpsI|AAL57076.1 (2.11E-43)	sp|A0A0H3JNB0|TARP_STAAN Poly(ribitol-phosphate) beta-N-acetylglucosaminyltransferase TarP[Xh] (2.5090354537407066E-37)	VFG005926(gb|WP_011227240) (STR_RS05220) glycosyltransferase family 2 protein [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus thermophilus CNRZ1066] (6.17E-48)	Glycosyl transferase family 2; Glycosyltransferase like family 2; Glycosyltransferase like family 2
OG_53	True	0.717391304347826	1059	153	"+"	1.01650875455199	0.397325692454632	0.139379397713978	0.134090657743052	0.992010736067865	1.00442477876106	0.0251396648044693	0	0.364494806421152	-0.147286821705426	NA	59	-2.87833245759514	0.0677966101694915	EF2171 (1.54e-250)	UDP-glucuronate decarboxylase [EC:4.1.1.35] (7.642449457994947E-67)	dTDP-glucose 4,6-dehydratase (1.4121785568295012E-32)	WP_002378507.1 (1.03E-246)	NA	NA	BGC0000238|c1|49875-50855|-|ABX71131.1|Lct48|ABX71131.1; BGC0001438|c1|18997-19995|-|B9W61_07245|dTDP-glucose_4,6-dehydratase|OWA25237.1 (6.08E-21)	sp|Q9EQC1|3BHS7_MOUSE 3 beta-hydroxysteroid dehydrogenase type 7[Xh] (9.341134015123055E-40)	VFG013369(gb|WP_011272256) (rffG) dTDP-glucose 46-dehydratase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae 86-028NP] (2.24E-26)	3-beta hydroxysteroid dehydrogenase/isomerase family; NAD dependent epimerase/dehydratase family; GDP-mannose 4,6 dehydratase; Male sterility protein; Polysaccharide biosynthesis protein
OG_54	True	0.739130434782609	705	150	"+"	-0.0439569208761432	0.101573676680973	0.0287967314672337	0.0828686699690506	0.998826057558947	1.00848656294201	0.00427350427350427	0	0.34468085106383	-0.131147540983607	NA	22	-3.32250668706668	0	EF2172 (2.41e-172)	D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40] (2.4828174932999758E-67)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (1.3438882692326093E-45)	VIMSS356325 (6.56E-168)	NA	NA	BGC0000806|c1|48922-49656|+|AHL24486.1|2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase|AHL24486.1 (1.67E-20)	sp|P55257|RMLA_YEREN Glucose-1-phosphate thymidylyltransferase[Xh] (4.2545084529608414E-11)	VFG000688(gb|AAP42181) (bcs1') Bcs1' [Capsule (VF0043) - Immune modulation (VFC0258)] [Haemophilus influenzae str. 1007] (3.46E-21)	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase; MobA-like NTP transferase domain
OG_55	True	0.608695652173913	2568	145	"+"	0.983961814680486	0.678107124284971	0.154902707760912	0.169042948151069	0.715289287119368	1.00159530083722	0.601147342995169	0.313052522100884	0.358314690529456	-0.111377245508982	NA	299	-2.54408862221642	0.00668896321070234	EF2174|OG1RF_0163 (0.0)	lysozyme (2.3345719734952373E-35)	NA	VIMSS356327 (0.0)	NA	NA	NA	REFSEQ endolysin[Xu] (5.599168492830839E-14)	NA	Domain of unknown function (DUF5776); Glycosyl hydrolases family 25
