Orthogroup	t18_fai-gene-cluster-1	t8_fai-gene-cluster-1
OG0000000	AAY_000157	AAE_000216
OG0000000	AAY_000158	AAE_000223, AAE_000224
OG0000000	AAY_000159	AAE_000227, AAE_000226
OG0000001	AAY_000141	AAE_000234
OG0000002	AAY_000142	AAE_000201
OG0000002	AAY_000143	AAE_000203
OG0000002	AAY_000144	AAE_000205
OG0000003	AAY_000154	AAE_000213
OG0000003	AAY_000156	AAE_000215
OG0000004	AAY_000127, AAY_000126	AAE_000183
OG0000004	AAY_000128	AAE_000182
OG0000005	AAY_000160	AAE_000230
OG0000006	AAY_000135	AAE_000192
OG0000007	AAY_000152, AAY_000153	AAE_000212
OG0000007	AAY_000151	AAE_000211
OG0000008	AAY_000148	AAE_000208
OG0000008	AAY_000150	AAE_000209, AAE_000210
OG0000009	AAY_000171	AAE_000243
OG0000010	AAY_000131	AAE_000184
OG0000010	AAY_000132	AAE_000186
OG0000011	AAY_000133	AAE_000188
OG0000012	AAY_000179	AAE_000257, AAE_000256
OG0000013	AAY_000136	AAE_000193
OG0000013	AAY_000137	AAE_000194
OG0000014	AAY_000176	AAE_000251, AAE_000250
OG0000016	AAY_000165	AAE_000237
OG0000017	AAY_000172	AAE_000245
OG0000019	AAY_000180	AAE_000258, AAE_000259
OG0000020	AAY_000138	AAE_000195
OG0000021	AAY_000168	AAE_000242
OG0000022	AAY_000125	AAE_000181
OG0000023	AAY_000139	AAE_000196
OG0000023	AAY_000140	AAE_000197
OG0000024	AAY_000174	AAE_000247
OG0000025	AAY_000175	AAE_000248, AAE_000249
OG0000026	AAY_000178	AAE_000255, AAE_000254
OG0000027	AAY_000147	AAE_000206
OG0000028	AAY_000173	AAE_000246
OG0000029	AAY_000177	AAE_000252, AAE_000253
OG0000031	AAY_000166	AAE_000238
OG0000032	AAY_000181	AAE_000260
OG0000033	AAY_000162	AAE_000233
OG0000035	AAY_000167	AAE_000241, AAE_000240
OG0000036	AAY_000164	AAE_000236
